,Review,Stars,Dt,City/St,City,State,Retailer
243,"I thought this would be a simple process but it is turned out to be the opposite. The ""college"" website is very hard to navigate and the items might not get there when your child arrives at their school. My order delivery said to be delivered August 25th the day my son moved into the dorm. They changed the delivery date until 3 days after. My child went for 3 days with no bedding, towels, everything you needed for the dorm was in that $600 order. When I called they said they would try for the next day but it never happened. Then I called again and someone informed me that BBB does not deliver the day of move in because it's too hectic. That would have been nice to tell me that. I am Amazon Prime all the way now. HORRIBLE experience.",1," Sept. 1, 2017","New York, NY",New York, NY,Bed Bath and Beyond
244,"I ordered a mirror over a month ago and have never received it. First delivery was on Aug 4th, no call and no delivery. Next scheduled delivery was Aug 9th, no call and no delivery. I called on Aug 9th to find out what was going on and no one came to the phone after I was put on hold. I will never order another thing from this company. I spent two days waiting and did not even get the courtesy of a phone call. I no longer want the mirror and I want a refund. I am going to contact the Better Business Bureau and complain and also going to find out if I can take some legal action if I don't get a refund. I have had enough.",1," Aug. 10, 2017","Woodbridge, CA",Woodbridge, CA,Bed Bath and Beyond
245,I ordered a bed from this company and was told it would be delivered in twelve days. Two months later I still did not have my bed. I was lied to so many times. They even felt that it was my responsibility to find out information from their shipping company. It was the most frustrating experience I have ever had when ordering an item. I highly recommend you do not use this company. They are trained to lie to you and do not care about their customers experience with them.,1," July 17, 2017","Birmingham, AL",Birmingham, AL,Bed Bath and Beyond
246,"I recently purchased a duvet cover for my bed. After waiting longer than the delivery date, I checked the tracking number and saw the indication ""Delivered""... I did not receive the package. Actually the package was delivered to the wrong address. I tried to convey this to the customer service of BBB, and their answer was: ""whe show that the package was delivered on such and such date"". That's it. I have sent them to date three complaints regarding the same event and each time, they respond that they have a record showing that the package was delivered. YES, it was delivered but to the WRONG ADDRESS. ",1," July 10, 2017","Eldred, NY",Eldred, NY,Bed Bath and Beyond
247,"Today I got in to the store with my one backpack, one lunch pack and 2 plastic bags holding by my hand. Everything was ok, until the manager came to me and she asked my very rude way a question; ""Are you ok? Are you ok?"" I just observed and I answered: ""no I am ok, thanks."" But she insisted again the arrogance and unpolite way again she told me with a voice increasing the tone: ""put your bags in the front"". She looks creepy way with this eyes and the voice tone, and she was unfriendly because she never said ""good evening,"" or ""hello,"" or ""how are you,"" as a manager she should at least be more polite the way she express. I noticed she was extremely stressed.",1," July 9, 2017","Calgary, AB",Calgary, AB,Bed Bath and Beyond
248,"I could not be more frustrated with this company. I purchased a curtain rod at the beginning of May, and, while installing it, one of the mounts broke. The mount was cheap and made from plastic, which is ridiculous for an $80 curtain rod. So, I called customer service, and the first person I spoke with said he would send me a replacement mount. After three weeks, I called back, and the second person I spoke with said that there were no notes in the system from my first call, but that he would send me the replacement mount. After that call, I received screws and drywall anchors in the mail, not the wall mount that the curtain rod rests in like I had specified. ",1," June 20, 2017","Fort Worth, TX",Fort Worth, TX,Bed Bath and Beyond
249,The supervisor Donald is rude and should not be working in customer service. I had purchased over 500 dollars at his store and came back for a price adjustment with coupons and he would not accept my coupons that I got from the internet which were unexpired. I had driven over 45 miles to go to the same store that the previous employee had informed me to bring in my coupons and get an adjustment. Very bad service. I lost out on 30 dollars for no reason but mere stupidity of a supervisor unwilling to use my coupons for adjustment.,1," June 11, 2017","Los Angeles, CA",Los Angeles, CA,Bed Bath and Beyond
250,"So disappointed in the customer service at Bed Bath and Beyond. I spent over 28 minutes on the phone arguing with the customer service person who did not believe me that I had reached out twice to them regarding a package that had not shipped after placing an order 20 days earlier. The item was only $16.99 and it was for Mother's Day. I ordered it on April 20th and it shipped today (May 10th) and will not arrive until Tuesday, May 16th. They would not refund me the money. The lady on the phone had clearly never attended a customer service training in her life. #1 Don't argue with a reasonable customer.",1," May 10, 2017","Newport Coast, CA",Newport Coast, CA,Bed Bath and Beyond
251,"On March 21, 2017 I decided to order a Globe Electric Jayden all in one 4 light bath vanity set in steel light set for my bathroom. I had been looking at it for several days online. Before I bought it I called the company and asked to make sure the price was correct and if everything in the picture was included. I did this because there was another set with less lights that cost more. They said it did. So I went to the store in person and asked again just to make sure. The employee told me maybe it was on clearance. So I ordered it. After it finally arrived I noticed it was missing the lamp Shades. I called the company and the person helping me looked up the product and it now had a different image without the shades. I explained to him that I had a picture of what the ad looked like when I bought it. So I sent in the Picture showing it. He saw that I was right and called a manager. Who told me they would have to get in contact the vendor. ",1," April 25, 2017","Bronx, NY",Bronx, NY,Bed Bath and Beyond
252,"Bed Bath and Beyond offers a one time 20% off coupon for new subscribers to their advertising. By providing your email or mobile phone number you will receive a 20% off coupon on one item. We received the coupon as promised, however, there was a lengthy list of items you cannot purchase using the coupon. This is ""bait and switch"" and fraud. Nowhere on the sign up information does it state there are exclusions from items you can purchase... And, the exclusion list includes most of everything they carry. So, they have our personal contact info, and we have 20% off of nothing. What a total rip off!! I have contacted their customer service, however, they have not even bothered to respond. They will never get my business again.",1," April 22, 2017","Farmington, UT",Farmington, UT,Bed Bath and Beyond
253,"Customer service at local store in Matthews, NC is horrible. Outside vendor sent the wrong item and when I attempted to return it to the store, (per Bed Bath & Beyond's return policy) the Manager could have cared less about my situation and even walked off and left me standing at the counter for 10 minutes. Upon his return he did take the item. New order arrived and was damaged. I don't have the time or energy to fight another return. Emails to customer service have been directed up the chain of command with the canned response ""Someone will be in touch within 24-48 hours"". Needless to say I will never shop at Bed Bath & Beyond and will let all my family and friends know of my experience. I only gave this one star because I had to rate it in order to submit my review otherwise I would have given it a big fat zero.",1," April 11, 2017","Indian Trail, NC",Indian Trail, NC,Bed Bath and Beyond
254,"These dinosaurs pretend to participate in online shopping. DON'T BE FOOLED!!! I'm still waiting for an order I place 9 DAYS AGO. Looking at other reviews now, this is what we are all subjected to. They should take that 20% voucher and fly to the moon on it. There is nothing that will bring me back. When stores like Macy's and Penny's are struggling, how do these mopes survive? It must be a money laundering scheme since the junk they have is usually available elsewhere for less and.... wait for it.... delivered in a reasonable time!",1," March 29, 2017","Colorado Springs, CO",Colorado Springs, CO,Bed Bath and Beyond
255,"Purchased an OttLite replacement lightbulb from store in Alameda. Not in stock in store, delivery to home or store same price, chose home, quoted 3-5 days delivery. 28 days later, product not delivered, attempted to send an email to the customer support address on the order document. The email address given on the order document was incorrect. Deduced the correct address, resent. Received a cheap and cheerful response which said, in essence: ""we've ignored your message, please send again via this Web address"". To do so, had to (a) re-enter the whole of the original message, and (b) enter a lot of personal information which had nothing to do with the complaint but which will enable BB&B to bundle it up and resell it to whomever they choose. BB&B in-store experiences are usually pleasant, but they have a lot of work to do on customer service by electronic message.",1," March 25, 2017","Alameda, CA",Alameda, CA,Bed Bath and Beyond
256,"I ordered something online through Bed, Bath & Beyond. It came defective with parts missing. I called their customer service and was told to go to Fedex and send it back and when they received it they would send me my item. I explained that due to illness I ordered it online instead of going to their store which is 5 miles away and paid double due to shipping so if I had to go to Fedex and wait for fedex and wait for them to receive it and then wait again for me to receive it, I would just go to the store. Customer service said that was fine. I reminded them they would be reimbursing me for shipping since she didn't offer. She agreed they would refund me shipping and applicable taxes. I went to the store, the people there were great and exchanged my item, no problem.",1," March 24, 2017","Reynoldsburg, OH",Reynoldsburg, OH,Bed Bath and Beyond
257,"This review is on BBB! They suck. Never order from them. They are incompetent! So, first, they send me the wrong bike. So, I got to BBB in Somerville, Ma and explain the problem. They order a new bike, but can't promise me that I will get the red spin bike, that is pictured on my order because the gray, stationary bike I received the same SKU as the red spin bike. So, I called customer service, so they can inform the vendor to send the right bike; it turned out everyone and their mothers had the same problem. So, I am excited to receive my spin bike when FedEx sends me a text that it has been delivered. Guess what!?! Bed, Bath & Beyond sent the wrong bike again! So, I ordered this bike on March 1 and today is March 23. Still no flipping bike! So, I have to take this heavy bike back to FEDEX. Get it together Bed, Bath & Beyond! I should have ordered from Amazon~!",1," March 23, 2017","Boston, MA",Boston, MA,Bed Bath and Beyond
258,"I made a requested for my order to be cancelled due to how long it was taking to process. After an unresponsive email, two phone calls, a representative hanging up on me, two request to speak to a supervisor, and speaking to a supervisor whom didn't care, my order wasn't canceled as the email had stated. I was charge an additional amount, and the order was shipped. This is very disappointing. DO NOT ORDER ONLINE!",1," March 22, 2017","Durham, NC",Durham, NC,Bed Bath and Beyond
259,Bed Bath & Beyond customer service is an absolute joke. I ordered two items online from them and only received one. The tracking information states that my entire order was coming in one shipment. I have emailed them everyday for two weeks and they've ignored every single one.,1," March 20, 2017","Seattle, WA",Seattle, WA,Bed Bath and Beyond
260,"I ordered a garbage can because it wasn't available at the store near me. A week later they had not shipped my order yet. I saw the same garbage can was now in stock at the store near my house. I called to cancel my unshipped order so I could get the same one faster. The company would not cancel my order, so I had to wait THREE more days for it to even ship. I haven't even received my order and it has been over two weeks. Their tracking is horrible and order processing is terribly outdated. Every big box store fills orders the same or following business day. Avoid using bedbathandbeyond.com at all costs.",1," March 19, 2017","Evergreen Park, IL",Evergreen Park, IL,Bed Bath and Beyond
261,"The tablecloth description said 100% cotton, but when it arrived it was 42% polyester. I had NO use for that and it was THEIR fault, so I asked them to refund my entire cost, including shipping both ways. First they said no--shipping is not refundable. I explained that it was mis-advertised on the website so I should not be liable for shipping. They agreed and claimed they had made a note that I should get a full refund. I enclosed and highlighted that email from them with my returned order, but they STILL deducted shipping from my refund! I am still arguing with them. I will NEVER buy from BB&B again. Terrible customer service and their promises cannot be trusted.",1," March 7, 2017","Toronto, ON",Toronto, ON,Bed Bath and Beyond
262,This is the worst customer service I have received in my life. When I was building out my business most of the furnishings I purchased through Bed Bath & Beyond. I had bought some curtains for my business which had to be bought online but at the store and an employee had helped me. When I received them and it was time to put them up I noticed that they did not fall to the ground so I went ahead and went to the store with the curtain and the receipt. That same night I had purchased other items for my business and then when he was checking me out he scanned the receipt and told me the money would go back on my card. No problem. He gave me back the receipt and I left with my new purchases.,1," March 1, 2017","Milford, MA",Milford, MA,Bed Bath and Beyond
263,"On my way home I stopped in the 420 E Round Grove Rd, Lewisville, TX store. Before I walked into the store, I checked my purse for my 20% off coupon, oops left it at home. So, I immediately sign up on the web via my phone, only to receive an email that it would be 24 hours before I would receive my coupon. I decided to make a go for it and explain the situation to the cashier, boy was that a mistake.",1," Feb. 7, 2017","Taco, TX",Taco, TX,Bed Bath and Beyond
264,"Worst customer service - Schaumburg Illinois Store. Yesterday, I went to a Deer Park BBB to buy a little floor vacuum. They did not have it in stock but said, after checking another store in Schaumburg, that they would hold a vacuum there for me till closing today under my name. I sent my husband there to pick it after his long day (and mine), and they neither had the vacuum, nothing waiting for pick-up, nor could they even tell me where the ""held"" items were ""held"". Just a waste of time for both of us. I have seen this store since its opening day, and I am a true multi-level shopper... This store's service HAS GONE DOWN. It's very disappointing. I will buy this online or Walmart for the same price... Despite their omnipresent coupons. It used to be THE place, but bad service has turned it into a large, not-well-run-understocked warehouse. I am sorry to have to tell the truth about this.",1," Feb. 5, 2017","Hoffman Estates, IL",Hoffman Estates, IL,Bed Bath and Beyond
265,"Ordered a Aerogarden from Bed Bath & Beyond. The pump was not working, so I put it back in the box. Put the return FedEx sticker on it, and the return paper inside. Took it to a Staples and dropped it off. Now it's been over a month, and no one knows where it went? I've called and emailed. I got a hold of Staples. They Got right on it for me. They looked at the store video and mentioned that FedEx had picked up their packages at 1:45 pm. From FEDEX and BED BATH & BEYOND my package got lost. Neither of them will help me!!! I called FedEx and they say Bed Bath & Beyond should have the tracking number. Bed Bath & Beyond keep asking me for the tracking number. There's no tracking number!!! Don't know what to do? I want my expensive product, that I bought. PLEASE!!! It's a lot of money. :(",1," Feb. 2, 2017","St.Walburg, SK",St.Walburg, SK,Bed Bath and Beyond
266,There is sooo much CRAP in the aisle I could hardly get my cart down them. Every aisle had something in the middle of it with product on all sides. It WAS NOT a nice shopping experience at all!!! I will not be back.,1," Jan. 22, 2017","Ckeveland, OH",Ckeveland, OH,Bed Bath and Beyond
267,"My buddy, a 61 year old man left by himself to the store, he paid for his pans and knives. But when he put the cart back into the aisle his wallet was gone. He chef everywhere in the store and they even got his number. When he came back I drove back up there and asked for a manager. They came pretty quick and asked me what was wrong. I told them the story and they went to go review the tapes. When they came back about thirty minutes later they said their cameras were too blurry to even see the cashier! My buddy, my responsibility is in the line of fire because his ID, social security card and license were all in there. If a premises says it has video monitors on sight, shouldn't though monitors pick up the Cashiers and least at the minimum. How do I not know foul play was involved. Extremely disappointed in this service.",1," Jan. 21, 2017","Orlando, FL",Orlando, FL,Bed Bath and Beyond
268,"I contacted this company in November by email and immediately got a response email stating someone would contact me within 24-48 hours... 2 months pass and still nobody!!! I called and quoted my incident number from the phone call in November, spoke with a man that couldn't answer my question, waited 20 minutes to finally speak to another lady that said she need to speak with her supervisor before contacting me back later that day or the next day... that was 2 weeks ago! Still no response! I'm very disappointed with their customer service, obviously customers do NOT come first with this company! Incident # **.",1," Jan. 20, 2017","Cardigan, PE",Cardigan, PE,Bed Bath and Beyond
270,"I would give it -5 star if there is a choice. Ordered items online, and returned 2 items in one package at the beginning of Dec. Only received refund for 1 item. Called 5/6 times over the course of 1 month. Still no refund for the other item as of today. Whatever their excuse, the whole refund process is a joke. You can't even check your return status online, not alone the refund amount. The lesson, do not order online from Bed Bath & Beyond, unless you are absolutely sure you won't be returning any item. It is total waste of my time and energy and endless frustration.",1," Jan. 10, 2017","Darien, CT",Darien, CT,Bed Bath and Beyond
271,"I ordered this kitchen cart for almost 300 bucks in October that I never got. It is now 3 months later and 5 phone calls totaling over 3 hours of my time to try and get my refund. They keep putting me on hold (today for 50 minutes in total) while they do their research, only to come to no conclusion! Today I spoke to a supervisor who basically told me the same thing the reps keep telling me, that they have to once again, track the item and where it is and ended up, etc. before they can refund my money!? Are you joking ME? They still can't find it 4 phone calls later? Do they even know what they are doing? I have had it! This is ""BEYOND"" UNREASONABLE. I don't care what their procedures are, and I don't care how/why/what/or who lost it. Why is this even my problem? IT NEVER ARRIVED. PERIOD. I just want my money back without wasting any more of my time!",1," Dec. 28, 2016","Victoria, BC",Victoria, BC,Bed Bath and Beyond
272,"In order to get ready for guests for the holiday I place a single order for three matching comforters and some kids' clothes from Bed Bath and Beyond's website with an expected delivery of 5-7 business days from ordering. Perfect! Two weeks later, I receive a package with two of the items: one blanket and the kids' clothing. Fine, I assume, the other blankets must be being shipped separately. Three weeks later I get another package -- a large box filled with air packets and one small blanket box inside of it. Fine, I assume, they'll send another wastefully large box with the last item inside of it. Four weeks later I get an email informing me that the last item in my order, the last matching comforter, has been canceled.",1," Dec. 12, 2016","Ledyard, CT",Ledyard, CT,Bed Bath and Beyond
273,"I ordered two sets of wooden stools at Bed Bath and Beyond on October 10, 2016. Expected delivery date was October 14-19. The items did not come during those expected dates so I checked the tracking number and the status said the orders were still being processed. I emailed customer service asking when it was going to be shipped if it wasn't already. ",1," Dec. 6, 2016","Ap, Other",Ap, Other,Bed Bath and Beyond
274,"I am very upset how I was treated today in 500 shoppes at Stroudsburg, Pa 18360 Bed Bath & Beyond. I was on the line in customer service and asked if they can locate my item I purchased online. The lady at the register said to ask Linda. She would be the one to help me. She was standing next to her looking at the computer. I asked Linda, ""Can you look up my product?"" I wasn't home and now just want to see if it's coming back to me. She didn't even look at me and just said ""Call 1800 number."" I told her since I'm already her and I was told by the other lady, ""You can look it up. Can you please do so."" She repeated with unfriendly voice without eye contact telling me to call the phone number on. My email. The line was getting long everyone was behind me waiting for help. ",1," Dec. 4, 2016","Pocono Lake, Other",Pocono Lake, Other,Bed Bath and Beyond
275,"I purchased five panels at a very reduced price on Cyber Monday. Just the curtain I had been looking for, in exactly the right color. I felt like I got a GREAT deal! Then two days later I get an email from Bed Bath and Beyond customer service telling me my order has been cancelled because the item is no longer in stock. I was very disappointed.",1," Dec. 2, 2016","Long Beach, CA",Long Beach, CA,Bed Bath and Beyond
276,"Simplehuman products are among the products BBB sells. But BBB removes negative reviews about Simplehuman products from their website at the request of Simplehuman!! They did it three times when I wrote a negative review. But if you write a 5 star review, it is NOT deleted. Disgraceful!",1," Nov. 29, 2016","New York, NY",New York, NY,Bed Bath and Beyond
277,"I spent $211.32 and ordered a beautiful new bedding set for my 9 yr old daughter on 11/12/16. Expected delivery was 11/22 or before. A few days after placing the order I checked the status and, even though FedEx now had the delivery date as 11/18, their site only said that a shipping label had been created, not that the items had been received by them. When I didn't receive the order by 11/21 and noticed that FedEx no longer had a delivery date listed I called Bed Bath & Beyond and was told that even though I couldn't see that the shipment was headed to me, they could and I should have it on 11/24. On 11/25, still no bedding. Called again and was told that they ship the items I ordered from a vendor, but that my items had never been shipped. Which means the first person I spoke to LIED.",1," Nov. 28, 2016","Mount Holly, NC",Mount Holly, NC,Bed Bath and Beyond
278,I know these reviews don't go anywhere but I still believe that as a customer we should provide these reviews for others to make informed decisions before visiting a store! I bought glasses from them and the box should have contained 4 pieces. The box only had 2 pieces and I am not sure why they don't do quality control on their products so make sure you look into boxes when you buy them. Unfortunately I have lots of store credit as I made a mistake and registered for my bridal shower in this store. I have to use them :( ,1," Nov. 25, 2016","Rego Park, NY",Rego Park, NY,Bed Bath and Beyond
279,total disgrace to the company. And I cannot believe they get paid to behave this way. Says a lot about Bed Bath And Beyond. Disgusting is what it should be called..,1," Nov. 21, 2016","Maple Ridge, BC",Maple Ridge, BC,Bed Bath and Beyond
280,"Ordered a $125 item to be delivered by the timeframe that they projected to me at the time of ordering. When I checked out it gave the estimated delivery date of November 5th, then their website shows on the delivery date the only the LABEL has been generated and their site says it's ""ready to go"" for 4 days now. Had I been warned it would be an additional 4 days later, I would have bought the same product on Amazon and known what I was getting. I bought it for a client of mine as a closing present for them selling their house. ",1," Nov. 6, 2016","Denton, MD",Denton, MD,Bed Bath and Beyond
281,"Ordered a speaker which was delivered in a timely manner. It was double packaged--which I appreciated--to protect the product. However, when I opened the actual product box I noticed it appeared to have already been open. Inside I found the product removed from its plastic protective cover which was shoved down to the bottom of the box. The screws that were needed to secure the base seemed to have been thrown in the box, along with the ripped, original wrapper they came in. Somehow one screw ended up in the actual speaker, which you can hear rolling around when moved. Overall, extremely disappointing. This is unacceptable and inexcusable.",1," Oct. 8, 2016","Kansas City, MO",Kansas City, MO,Bed Bath and Beyond
282,"I recommend against ordering online from Bed Bath & Beyond. They seem to use outside vendors with whom they have poor communication. I ordered 5 items, 3 of which shipped (each as independent single items) within a few days of my order. Nearly 2 weeks later I've received no information about the other 2 times. My order confirmation email gave an estimated delivery window that ended 3 days ago. Their online tracking link only provides information about times that have shipped, none about unshipped items. I sent an inquiry via email to Customer Service two days ago and have received no response. I called their customer service number today and the representative was unable to access any information about my missing items; after some time trying to track down information and some questions that sounded like she couldn't see my entire order in their system, she just said she would contact the vendor and ask them to give me an update.",1," Sept. 17, 2016","Oreland, PA",Oreland, PA,Bed Bath and Beyond
283,"Do not buy any product online. Their return policy is very poor and you get the runaround. It took me three times (with 3 different clerks, one was a manager) to get my money back from the store. I was trying to return a defective product that I purchased 60 days prior. They already got CASH and my credit charge was account was fully paid. It was quite a scene and not very good publicity for the store of that caliber. Go to Costco. They have the BEST hassle free return policy and you are taken care of in LESS THAN FIVE MINUTES. I even called the Best Buy corporate customer service and they fully supported the local store's decision... NOT TO REFUND MONEY nor credit because as it turned out it was a COSTCO American Express that had been replaced with a COSTCO Visa. THEIR STORE POLICY IS A STORE CREDIT!!!",1," Aug. 29, 2016","San Diego, CA",San Diego, CA,Bed Bath and Beyond
284,"Some items came damaged, some were not as expected. Returns were a NIGHTMARE! No return labels in boxes so online staff said they had to order call tag numbers with delivery companies. Boxes sat on my deck for approximately a week. Numerous calls to BBB later - finally some items were taken others remained on the front step. I requested one staff member follow up with me from their company so there would be no mistakes on such a large online purchase and return. She has let me know as items are returned for credit because there was no consistent system for returns and I appreciate that - but I had to request that from Bed Bath and Beyond.",1," Aug. 14, 2016","Kamuela, HI",Kamuela, HI,Bed Bath and Beyond
285,I placed an online order in February 2016. My credit card was charged twice for the same order without my authorization. I called the online ordering department and was told this is standard practice for online orders. I have made numerous phone calls trying to get my $2016.31 returned. The first lady I spoke with kept telling me the check was in the mail. After I had enough of her lies I got in touch with a supervisor who told me she was fired due to money mismanagement. He said he would have a refund check sent immediately. That was 2 months ago and now he doesn't return my calls. I have been lied to over and over again by Bed Bath and Beyond. I just want my money back!,1," Aug. 13, 2016","Gahanna, OH",Gahanna, OH,Bed Bath and Beyond
286,"Ordered a case of 6 half gal. ball canning jars from Amazon which was fulfilled by Bed Bath & Beyond. Item received was just small broken pieces of glass. Packing consisted of one large cardboard box with the box of six jars enclosed and one piece of bubble wrap over the top. This was inefficient as it allowed the contents to move within the cardboard shipping box and become broken. However, a big THANK YOU to the local Bed Bath & Beyond at Raleigh Town Sq., Raleigh, NC for accepting the return and giving a refund as they had no replacement in the store.",1," July 31, 2016","Youngsville, NC",Youngsville, NC,Bed Bath and Beyond
287,"On Memorial Day weekend of this year, while sitting in my car at Bed Bath & Beyond's Rio Grande, NJ parking lot I was struck by a shopping cart an employee had accidentally let go and as a result it rolled into traffic. My car has three noticeable scratches on the front and chipped paint as a result of the cart striking it. While I understand that this indeed was an accident on the employee's part and she was extremely sweet and apologetic I was appalled by the attitude her manager Jenn ** displayed. Ms. ** at no point expressed sympathy or apologized for the incident on behalf of the employees or the store. While engaging with Ms. ** she came across as rude and discourteous the way she conversated.",1," June 14, 2016","New York, NY",New York, NY,Bed Bath and Beyond
288,"Am very disappointed in Bed Bath & Beyond. When I use my Bank card because it has a chip in it, it has to be ran as a ""Debit"". I do NOT like my card being ran as a ""debit"". I always use it as a ""credit"" but the system Bed Bath & Beyond has you don't have a choice.",1," June 13, 2016","Moore, OK",Moore, OK,Bed Bath and Beyond
289,"I went into Bed Bath & Beyond to just browse and kill some time. Welding the blankets apartment I noticed a leopard furry throw blanket on the clearance rack that didn't have any tags and was jumbled in a ball. I asked the lady in the department how much was a blanket and she checked on her scan gun and told me it was $19.99. I figured since it was on clearance and wasn't in perfect shape or packaging if I can get it reduced. The very helpful lady said, ""Of course, just go speak to someone at the customer service desk."" As I approached the customer service desk I was second in line. Waited my turn and instead of a ""Hello, how may I help you"" I got a ""What?"" from the blonde haired lady behind the desk. My mouth dropped to the ground hearing her asking me what. I had told her I found this blanket and it's the last one on clearance. Can it be marked down a little since winter is over and it's a fur blanket?",1," April 9, 2016","Long Branch, NJ",Long Branch, NJ,Bed Bath and Beyond
290,"I was at the BB&B in Stamford, CT. There was almost no one to ask for something and once I saw an associate he pretended twice not to see me. Then, I am at the register but the cashier can't help the customer he is attending so they call somebody to come. After waiting for a couple of minutes. I moved to the customer service cashier who is helping only one customer. After I have been waiting she tells me that the line start at the registers that that was not a checkout register one. I said that they seem to have a problem at the ""only"" register working and that I have seen them helping customers in that register. She loudly told me again ""Ma'am the line starts over there!"" BB&B customer service has really going so bad.",1," March 26, 2016","Stamford, CT",Stamford, CT,Bed Bath and Beyond
291,"I just tried to return a $400.00 vacuum at Bed Bath & Beyond at the store in West Los Angeles on Olympic Blvd. CA. I got a complete runaround! The return desk manager was rude to me and publicly humiliated me in front of everyone! When I purchased this vacuum cleaner the salesperson said, ""If you are not 100% satisfied you may return the item NO QUESTIONS ASKED!"" Well since the day I purchased it, the return policy changed! Shouldn't I get a complete refund since the day I purchased the vacuum the policy was 100% satisfaction guaranteed!? I want to return this vacuum. It was $400 dollars and they wanted to give me today's selling price. (They don't even sell the item... The manager said they had a lot of returns on this vacuum!) I want a refund!!! I am very dissatisfied! Bed Bath and Beyond went Beyond getting me upset today! I actually want a refund and something for all my frustration and embarrassment!",1," Feb. 18, 2016","Santa Monica, CA",Santa Monica, CA,Bed Bath and Beyond
292,"I order a vanity table online that it was supposed to be new but when I received the package was open, re-taped and damaged. REALLY?? So I called customer service the same day (1/07/2016) and today is 1/23/2016, and don't get my refund yet so I don't recommend to buy here. I will be waiting few days. If not I will start a dispute for my money. Please don't waste your money and time here people.",1," Jan. 23, 2016","Dallas, TX",Dallas, TX,Bed Bath and Beyond
293,"Looked online for a replacement bulb, part # and 22 watt and 7 inch in diameter. Bed Bath and Beyond has it for $9.99. Went to local store, same model, fits perfectly DIFFERENT BRAND, $15.99. Bait and switch.",1," Jan. 21, 2016","Orlando, FL",Orlando, FL,Bed Bath and Beyond
294,"I ordered curtains for my granddaughter on 12-14-15 as a Christmas gift. They did not arrive on the expected date and in checking the tracking information with FedEx, it appeared only a label was created and the package was never picked up. Upon contacting Bed, Bath and Beyond on 12-24-15, I was informed there was a ""glitch"" and the curtains were never shipped. A replacement order was done that day and several days later I received the replacement only to find that only one curtain panel was shipped, rather than the TWO that I ordered and paid for. Again, I contacted Bed, Bath and Beyond. Supposedly, another order was placed on 1-5-16. It is now 1-11-16 and I still have no replacement and when trying to track the package with FedEx, again, only a label has been created and no record of a package being picked up. ",1," Jan. 11, 2016","Helena, AL",Helena, AL,Bed Bath and Beyond
295,"I ordered what I thought was a towel set from them online for a gift and had it sent directly to my brother's. It was $50. Granted I should have read the details more closely because only 1 towel was sent. In the picture online, once you select a color, it shows a set with multiple towels and bathroom mat. I called customer service and spoke with some lady and explained to them that it's misleading to show a whole set of towels if all you're getting is ONE towel! I would never imagine paying so much money for one towel. The lady didn't really say anything at all and just said to have a good day. I attempted to leave a bad review for the item, also including the fact that the color wasn't right and sure enough, my review was never posted! I even went as far to click that the other review, which of course was a positive review, was unhelpful, and that wasn't even posted - they took away my unhelpful click!",1," Jan. 5, 2016","El Paso , TX",El Paso , TX,Bed Bath and Beyond
296,"I placed an order online with this corrupt company, thought I was safe paying with PayPal. The item took so long to be processed that I had already relocated residence & it was delivered, very surprisingly by FedEx. The fact I had paid for mail forwarding did not help because it was shipped, (unbeknownst to me), via FedEx. The delivery confirmation was sent as junk mail, so I never received it. Regardless, this was a $200 item. The total I was charged was $224.68. I contacted FedEx, asked why they would dump a package on a doorstep without proof of a signature or ID. FedEx claims that unless they are informed the package was over $100 value, it is the procedure to dump & run.",1," Jan. 5, 2016","Calgary, AB",Calgary, AB,Bed Bath and Beyond
297,"We made an expensive at Bed Bath & Beyond. It was a motor driver, air inflatable mattress. It was their most expensive model, almost $200. One of the reasons we chose it was because of the promised rebate. We completed all the necessary paperwork, enclosed all the required proofs of purchase and sent it to them. Today, almost a month later, we received a post card saying they would not make the rebate because ""all required documentation was not submitted."" There is no comment about what was supposedly missing, just, ""tough luck."" The card gives an 866 number to call for more information, but that only leads to recordings. When we try to enter the tracking number, their system will not recognize it. This is all obviously designed to scam customers, and not give them a way to even question the denial. Since defrauding Senior Citizens is a very serious matter in Florida, if we don't get our rebate, we will take very serious legal action.",1," Dec. 30, 2015","Orlando, FL",Orlando, FL,Bed Bath and Beyond
298,"My fiancée and I just bought a new home and decided along with it we'd order a beautiful dining room set. We also paid an extra $100 for the guy to bring the delivery to door. Our objective was to host Thanksgiving dinner in our new home for friends and family. First, the delivery guy showed up several hours late, and to make matters worse he was alone. This table is massive, so how on earth did this guy plan to deliver it alone you ask... Well he didn't, he planned on enlisting the help of my 5 foot 1, 120-pound fiancée to help him download the table. I wasn't there, but my fiancée helped him download the table from his truck and then to the front door. I arrived later to put this thing together. I put the 8 chairs together without a problem, but then when I opened the table box, this thing was DESTROYED. Looked like it had been dropped from a third story window. ",1," Dec. 28, 2015","Puyallup, WA",Puyallup, WA,Bed Bath and Beyond
299,"I was given a $50 gift card for BB&B for Christmas. I went I to the store and picked out what I wanted ($39.99) and also opted to buy two pairs of bats and gloves for the Salvation Army (totaling $49.99 altogether). The cashier swiped my gift card, then called her manager over, saying ""It says 'Authorization Required'"". Her manager tried swiping it again... nothing. So her manager logged onto another computer and checked my balance, and told me ""There's nothing on this card"". Confused, I left the store and called the 1-800 number on the back of the card.",1," Dec. 22, 2015","Belgrade, MT",Belgrade, MT,Bed Bath and Beyond
