,Review,Stars,Dt,City/St,City,State,Retailer
836,"I worked for Wal-Mart on two separate occasions: at a super center and at a Sam's Club. I quit for a better paying job on both occasions. The managers can be very unprofessional at times, but I can live with that. The work load can be heavy, but I can live with that too. What I couldn't live with was the pay. You can't support a family on their garbage wages. So if you don't mind doing a bunch of work for barely livable wages, Wal-Mart is the place for you. The distribution centers at least pay decently. Stores pay Crap.",2," May 16, 2014","Sprakers, NY",Sprakers, NY,Walmart
837,"I've been with Walmart almost three years & they won't give me full time, I guess only if you're cool with management. :/ I've been there longer & an associate who got hired after me got full time already. Totally not fair & we basically do the same job. Recently got fired due to attendance but anyways that was a crappy experience. Walmart rather overwork us then hire more people. And I hate the fact that there's always 2 or 3 cashiers open. I always offer to get on register but they prefer me to zone or clean. Walmart doesn't care about customers. Also I'm a female & I would get sent to push carts outside. That's ridiculous. Overall, management totally sucked. It was all about favoritism.",2," May 16, 2014","Chicago, IL",Chicago, IL,Walmart
838,"I had bad experience yesterday April 8 2014 at 4pm at Walmart in Fair Lakes, VA 20033. I never pay attention if the price on shelf is same when you pay at register, and I am a regular customer buying there for years. But yesterday for any reason I checked some juice, at register charged me more. When I asked to cashier, that is the correct price, I said I double check before I took as many as I'm trying to buy. So she called to supervisor who never came. So I said, ""Just remove all juices, I won't buy them."" So I just paid for the other items. I walked to my car, and checked for the other ones, just in case. 2 other items were same thing so I walked back to the store to returned, so I explained to the person who at return section and said please let to the manager knows about it. She said the manager was very near so I talked to her. She didn't care, almost ignore what has happened. I'm writing because thousand of customers buy at Walmart everyday and maybe paying more and didn't notice. So Walmart is not same store as used to be. They put on the shelf lower price to compete with other grocery store but when you going to pay, they charge you more. So you will pay more than the competition. Be careful.",2," April 9, 2014","Centreville, VA",Centreville, VA,Walmart
839,"About 6 months ago, we bought 4 flower pots. These were some sort of ceramic, with an attractive, colorful finish. The 4 pots cost about $90. Now, six months later, 3 of the pots are crumbling. 1 is in perfect condition. In one case, the bottom fell out. In a second case, the finish crumbled off, and the material is now so weak that picking the piece up caused it to crumble. In the third case, the bottom ""saucer"" just separated from the pot. When I took them back, Walmart's assistant manager said that the company bears no responsibility for poor quality products that it does not manufacture. The customer service agent told me that ""these parts have been in your care, and you are responsible if they have any damage."" ",2," Feb. 9, 2014","Santa Rosa, CA",Santa Rosa, CA,Walmart
840,"I have been to the my local Walmart here at Eastern and Serene about 6 or 8 times over the past 4 months. Each time I have been unable to find a number of items because they were ""temporarily out of stock."" Good luck too, if you're able to flag down an associate who can actually help you. Recently (today) I was in this store looking for a new camera... First off, there were maybe a dozen or more display cameras on the shelf, and another dozen + cameras out-of-stock. The entire display look like it had been looted. The 2nd surprise came when I asked the associate to bring me one of the few cameras remaining on display to look at - a Canon PowerShot. The associate rummaged around for a few minutes behind the counter, then told me he had no cameras... not one. I said NONE! Are you kidding me!? I've run into this problem on other products in this store such as clothes, health beauty supplies, office supplies, food and on and on. I'm done. I will not go back to that store. This place has the worst inventory management I've ever seen.",2," Jan. 31, 2014","Henderson, NV",Henderson, NV,Walmart
841,"Missing food - This is the third time I've paid for something and did not have it at home. This time, it was bananas.",2," Jan. 1, 2014","St Paul, MN",St Paul, MN,Walmart
842,"When I went to Walmart to get my children a betta the fish had clean water and a few dead fish, mostly one fish and the bettas. Had dirty water and the container were mixed up with the breeds of bettas. The one I bought was a veil tail - the container said crowntail. He's back to health now but when bought he had a bit off fin and was losing his color.",2," Dec. 29, 2013","San Diego, CA",San Diego, CA,Walmart
843,"First off I work for the Gastonia Walmart off Myrtle School Rd. and at first I admit, I thought it was a really great job. I had decent hours, and not too bad. Shortly afterwards I came to realize that as a sales associate in toys you are required to do numerous tasks, some of which are required to do before you can leave or go to lunch. Really I understood that some I mean every job has required tasks, but there you are treated as a dog, like working you to the breaking point, and how do you get rewarded for your hard work, no bonuses, no hours. I don't have any work days from now on past Jan 10. I left my last job for this in hopes of more hours but I was sadly mistaken.",2," Dec. 28, 2013","Clover, SC",Clover, SC,Walmart
844,"""From Walmart's website: Walmart is committed to providing you superior customer service and a pleasant shopping experience."" On that, Walmart failed completely. I spent much of December 26, 2013 and December 27, 2013 trying to exchange or return a gift, 9 inch electronic tablet, bought online from Walmart. First, the receiver of the gift tried to return it for credit to buy a better electronic tablet. No, no returns on this gift.. I took it to the Walmart store myself with the receipt to be told it had to be returned online and within 15 days of purchase. The customer rep stated Walmart does not give 90 days for returns despite a large sign over the customer service desk stating that my receipt stated it was less than 90 days from my arrival at the Walmart customer service desk. ",2," Dec. 28, 2013","Lansdale , PA",Lansdale , PA,Walmart
845,"The Walmart here in Crawfordsville, IN is one of the dirtiest stores I have ever been in. There used to be a Target and Sears here but Walmart managed to run them out. Walmart is the only store in town where you can buy a little of everything. To do any major shopping it is at Walmart or you drive 30 miles in any direction to shop. I have voiced my opinion several times about their appearance and the lack of having things stocked and all you get is to either do it here or go elsewhere. The employee's attitude is very rude and just plain don't give a damn. I go there for necessities only. I do my shopping 30 miles away. This store is a disgrace to the Community and no one can do anything about it.",2," Dec. 27, 2013","Crawfordsville, IN",Crawfordsville, IN,Walmart
846,"Shopped at Walmart 12-7-13. Got home, found items missing from bag. Called the store. Said bring receipt in. Got to the store. They so called looked at the tape. Only gave me some of the items. The manager and one of the employees were not very helpful. I am a loyal customer to Walmart. I get prescriptions there as well as groceries, etc. I work hard for my money like everybody else. I don't feel it was fair. Just because you don't have my missing items on some log doesn't mean they're not missing. Anybody could have claimed my items behind me in line. After all that, I still went and purchased other items I forgot when I was there earlier. I know this is a busy time of year for the store, but they need a better method for situations like this. Dissatisfied customer!!!",2," Dec. 8, 2013","Saint Louis, MO",Saint Louis, MO,Walmart
847,"With empathy to the ICS associate who learned from experience that Walmart expects associates to unload trucks, in the shortest possible time with a crew below their own specified minimum. I worked as an unloader during my tenure at Walmart and I would see nervous assistants running back to the lead unloader asking why the truck(s) weren't finished within the time specified by Walmart. All the while these same assistants would be pulling an unloader here and there to send them on a completely unrelated task in another part of the store. ",2," Dec. 3, 2013","Oneco, FL",Oneco, FL,Walmart
848,"I needed to renew my Norton Security Suite software and I did not want to renew it online, so I reluctantly headed over to the local Walmart to see what was available. Although Norton software receives favorable reviews, I thought that I would check out other rated software security suites. What a letdown ! One year ago, I noted several security suites, including ESET, Trend Micro, Zonealarm, and AVG at the local Wally World. Not this time. I found exactly two suites in stock, i.e., Norton and AVG. So, being faced with an abysmal selection and the need to install this software right away, I wrenched my credit card out of my wallet and bought Norton 360. Never again. The price? Lower than Best Buy and Staples, but after checking AMAZON.com, the same software was 20% less, with no sales tax and free shipping. Next year, I'll order it from AMAZON.com 3 weeks in advance. I wonder what I would find next year......",2," Nov. 27, 2013","Oneco, FL",Oneco, FL,Walmart
849,"My husband & I (who live out of town) went to Walmart on Dirksen Pkwy in Springfield IL to purchase a ""55"" SANYO Classic LCD TV advertised $498. After talking to one sales clerk and looking/comparing similar items we decided that we wanted to purchase the listed model. While the clerk was in the storeroom getting our TV, we asked another clerk the difference between the LCD & the LED TV. She stated there was no difference. REALLY? After asking which TV we were buying she stated that that item was only offered the day before (Friday) for a one-day only sale. That was interesting considering I had the add-in my hand & it said prices were good for the whole week. Then she stated they only got a couple of those in & they were sold out. No offer to check the other stores, give us a rain check or comparable item at same price.",2," Nov. 24, 2013","Spaulding, IL",Spaulding, IL,Walmart
850,"Every associate in the whole department has their ""own"" set of rules!",2," Nov. 19, 2013","Saint Petersburg, FL",Saint Petersburg, FL,Walmart
852,"I purchased an item, same day pick up on 11-14-13. I received a notification from Wal-mart that I could pick up my item at 5:30 pm. At 4:30 pm I received another email stating that my order was on a delay and they will put a rush on it and it should arrive 3-6 days. A rush from anywhere else is 1-2 days not 3-6 days. I called Wal-mart.com customer service twice on 11/14/13 and the only solutions that was offered was that I could cancel my order and it would take 5-7 days for my money to be put back on my account. One of the customer service reps told me that my order will be shipped out on 11/15/13 however is still say it is pending. I purchased this item for my 3 year old grandson for his birthday on 11/16/13. Wal-mart.com do not offer the customer any other solutions like getting store credit at the location where I was supposed to pick-up the item, or a gift card so that I could go to another Wal-mart and purchase the item instead of waiting. ",2," Nov. 15, 2013","Vallejo, CA",Vallejo, CA,Walmart
853,"I have worked for Walmart since 2008. I began the job as a Sporting Goods associate and have been full-time since I was hired. At the beginning I immediately noticed that this company consolidates the workforce into needed areas and prefers not to hire more people (for whatever stupid reason) and would rather just 'pull you' to needed areas. I personally can attest that my store in Ruidoso Downs, NM is HORRIBLE at this. ",2," Nov. 2, 2013","Ruidoso, NM",Ruidoso, NM,Walmart
854,"I live in Fayetteville, NC and frequent the stores on Ramsey, Skibo, and the store in Spring Lake. I love flowers and will purchase them from your store if/when they have what I want. I have noticed the huge price changes in the flower departments. I purchased plants on Ramsey and went to your store in Spring Lake to get the number that I needed. The plants in Spring Lake had not been marked down so I watched them for two weeks and still no mark down in Spring Lake. Is there a reason for not having all of your stores in this area to sell at the same price(s)? I also noticed the condition of the plants in Spring Lake, i.e. dry, dying, and not often watered. Why such a huge difference of prices and caring for your plants in ONE county...Cumberland? ",2," Oct. 19, 2013","Fayetteville, NC",Fayetteville, NC,Walmart
855,"If you are white, you can not get on front end at Sam's Club in Mobile, Alabama. It is a very racist and it can be proved. Just look around. Your education does not matter there.",2," Oct. 3, 2013","Mobile, AL",Mobile, AL,Walmart
856,"I have been a Walmart associate full time since 2006 and was able to return to work in 2012 part time. I have always been happy to work. I am disabled and just returned to work in 2012 in AZ with Walmart. I opened my 2nd store. I did have to relocate back to Katy, Texas because my asthma was really bad in AZ and being hospitalized 10 times. I told my managers and the h.r. dept. I would be moving to Texas. I was helped with my transfer from personnel and they also faxed my eval, availability to local stores in KATY, Texas. ",2," Sept. 26, 2013","Katy, TX",Katy, TX,Walmart
857,"I looked online at tires that were in stock at certain locations around my area for white walls and it had said that there were some in stock and when I got to that location, there were none so I went to another Wal-Mart that was out of my way and farther that said they were in stock also. And when I got there, there were none so I had to settle for black walls because my tires were in that bad condition. This is not at all a good thing. Need to have more of a variety than that.",2," Sept. 25, 2013","Metter, GA",Metter, GA,Walmart
858,"I had applied at Walmart for job, so I went to check on my application. I was shown I was hirable. So I was Interviewed on a Monday with three others which were guys. I have worked for Walmart before, this interview of was different in a way. When all the interview process was, I was the first to be called out. I was told by the day assist manager and the day manager (which all the day managers were white, two women and two men). ""We will let you know something in forty-eight hours."" I have never heard that before. I have worked for Walmart before. They usually let you know right there. So I waited forty-eight hours. No call. So I spoke with One of the day managers in the back, the one who sets up the interviews that day. She said, ""I don't know what was said that day,"" but the managers for those department put on my application that I was not hirable... I told her that was not right and I thought those managers were being prejudiced. The day manager said, no they employ Asians and other cultures.  Then she said, ""Go check with the night manager. They might hire you."" I have tried in Main either Brunswick or Rockland. One of the store managers said they don't hire Mexicans. I am Puerto Rican and Indian mixed. That is why I feel I was discriminated.",2," Sept. 24, 2013","Fairbanks, AK",Fairbanks, AK,Walmart
859,I was told to open my bag because I didn't not go through the line after returning from the dollar store with bags and getting food from McDonald's there and was told I didn't get the stuff in my bag from the dollar store even when I showed them my receipt that took stuff out my bag. Left me feeling hurt and embarrassed. I shop at this Walmart all the time that gets all my business. Thank you. ,2," Sept. 22, 2013","Coding , MS",Coding , MS,Walmart
860,"I ordered a cake and Debra took my order. She said she was the cake person. She did a very bad job on my cake. It was the worst cake I ever got. The colors were not right and there was so much frosting we could not taste the cake. I was told to ask for the other cake decorator, Kim. She does a much better job and is a lot nicer.",2," Sept. 13, 2013","Kalispell, MT",Kalispell, MT,Walmart
861,"Every time I try to place an order with Walmart, I am not getting through. Why are they not accepting my credit card? Their site is always busy and always sticking. When they're giving free shipping to home, I don't ever get through.",2," Sept. 11, 2013","Chaguanas, FL",Chaguanas, FL,Walmart
862,"FYI Wal-Mart: I'm a retired employee and even with my 10% employee discount, I am still saving A LOT of money at HEB. Additionally, the employees THERE are what WMT employees used to be - polite, helpful and more than happy to help. I hope someone shares this with Mike Duke. Wal-Mart has become ""just another company"".",2," Aug. 10, 2013","Montgomery , TX",Montgomery , TX,Walmart
863,"The phone I purchased was suppose to be an unlocked phone and it wasn't. I did not know this as I was going through Straight Talk to get my service. Straight Talk tried and tried to get it going. They came to the conclusion that this phone was not an unlocked phone. In the meantime, 2 weeks have gone by so I contacted Walmart and they said ""Sorry, you only have 14 days to return it."" I explained to them that I just want what I paid for, and they told me to contact the credit card company in which they said ""It's up to Walmart for the refund."" All I want is what I paid for an unlocked phone - not a refund, just a phone I can use.",2," July 26, 2013","Rindge, NH",Rindge, NH,Walmart
864,"I am contacting your investigation team because you are my last hope to get justice done. I was racially discriminated against by a Walmart Loss Prevention Associate while shopping at the store. The associate threatened to take me outside and handle me when I told him he was creeping me out. The man was jumping by me and watching me when I simply paused to look at a water jug. I reported what happened to the Asst. Manager and she told me to describe the man and file a complaint online. When I snapped a picture to describe the man, because they would allow me to type up the man's description or provide me with a pencil and paper to write the man's description either, the Asst. Manager forced me to leave the store. ",2," June 27, 2013","Vista, CA",Vista, CA,Walmart
865,"I went into Wal-Mart to exchange an unopened cosmetic product I purchased from there. I did lose my receipt (my fault). However, I just wanted to exchange it... Again, it was unopened; the box was sealed shut with plastic. Customer service told me they could not do a return/exchange without a receipt. Thank God for today's technology because I used my phone to look up their policy on returns/exchanges with no proof of purchase. They only needed an ID/driver's license, which I had. They still refused to exchange the item!",2," June 27, 2013","West Terre Haute, IN",West Terre Haute, IN,Walmart
866,"My parents bought 2 Black & Decker electric lawn mowers model CMM1000, one for themselves and one for me in 2008 from Walmart.com. It was almost $1,000 for the 2 mowers. Walmart did not tell us (but they had been informed by B&D) of the 2 recalls on this model. The mowers were recalled again in 2010 but we did not get any notice from Walmart. I found out about the recall because our daughter’s car seat was recalled and the company sent us notice. I looked up the car seat info on the web and saw our mowers. Both my parents have passed away and I now have both mowers. I can’t sell either one because it’s against the law to sell a recalled item. I don’t want it repaired and CA has a law 108040-108050 that says as ""First Seller,"" Walmart shall take it back and that I am not to be out the price of the mowers because it is defective. ",2," June 26, 2013","Sacramento, CA",Sacramento, CA,Walmart
867,"My daughter purchased me a Wal-Mart gift card for Father's Day and sent the receipt along with the gift card. I went to a local Wal-Mart to make a purchase. I was told I could not use the gift card without a pass code. The checkout personnel tried the card as credit and debit and both asked for the code. I went to the service personnel for help. They also informed me I had to call the toll free number to get the pass code. I had forgotten my phone so asked if they could place or let me place a call on their phone. The service person informed me the phone would not make an outgoing call, even though they took two incoming calls during our conversation. I left the store without making a purchase. ",2," June 22, 2013","Milford, OH",Milford, OH,Walmart
868,"I was shopping at Walmart on Transit Road in Williamsville at approx 8:30 pm. I work late hours so that is the only time I can shop at Walmart. No person at accessories. I called twice, no person came. Two registers open and long line at self checkout. I will never shop at that location again. Very poorly staffed.",2," June 19, 2013","Tonawanda, NY",Tonawanda, NY,Walmart
869,"With all the money Walmart makes, you would think they could provide air conditioning at their store located at 15th Avenue and Bethany Home in Phoenix, AZ. I usually shop after midnight to avoid the crowds, but the store is unbearably hot especially in the summer. I am dripping wet by the time I finish shopping. I do not know how the employees can work putting up stock in that heat. I have asked several employees if they are hot because I thought it might just be me, but they confirmed that it was really hot to them also. Tight wads!",2," June 3, 2013","Phoenix, AZ",Phoenix, AZ,Walmart
870,"I am upset that Wal-Mart in Leicester, MA and the area Wal-Marts do not have any sweatshirts or sweat pants. We live in new England and use these all year, not just in the fall and winter. I had to go to the Salvation Army to get sweatpants for my husband. That is sad. You are losing business by not researching your market area. And, as a 61-year-old woman, I cannot even find jeans that go to the waist and not the belly button. Thanks for listening. I hope you get this message.",2," May 26, 2013","Leicester, MA",Leicester, MA,Walmart
871,"It seems that no matter what Walmart store you shop in these days, all suffer from the same issues. Poorly stocked shelves and general messiness within the store, and inside and outside as well. Also, carriages are not kept in good condition and the lack of maintenance of vehicles for handicapped people who have problems walking any distance. Is it because Walmart has become so large personnel cannot keep up with the demand or is it because people at the top demand such large salaries? The problem now is that Walmart has a monopoly on many of the consumer goods/demand and there is no competition. Maybe someone should start giving Walmart some competition and then maybe store conditions would improve.",2," May 15, 2013","Hampton, NH",Hampton, NH,Walmart
872,"I worked for Wal-Mart as a full and part-time associate for over 15 years, and I could write a volume on the mistreatment I observed, as well as my own personal experience. I always thought that the company would see that poor treatment of associates affected morale, retention, and customer service, but I was sadly mistaken. Productivity is first and foremost at Wal-Mart, and if you do find a manager at any level who can lead and motivate, it's just pure dumb luck. I served in the military for over 20 years, and poor leadership and management are the rule and not the exception. Micro-managers and micro-management are the order of the day. Wal-Mart pushes its managers at all levels to get impossible tasks done with as few people as possible in the shortest amount of time, and leadership and fair treatment be damned. ",2," May 5, 2013","Oneco, FL",Oneco, FL,Walmart
873,"I have worked for Walmart Logistics for almost 15 yrs. now. I have seen several changes over the years but never near as bad as these past 3 or 4 years. This past year, I have seen people fired for rubbing a rack with a fork lift. They didn't damage it, barely took paint off it and get put on a step for this. Steps are their way to get you closer to being fired. They tell you to turn in cuts and wounds but, in turn, they give you coaches for doing what they want. They run gas generators while we work, causing us to breathe toxic gas fumes and when you tell them about it, they offer you a dust mask. I mean really, a dust mask, like that is designed to prevent fumes from being breathed in! ",2," April 4, 2013","Kahoka, MO",Kahoka, MO,Walmart
874,"On 3/13/13, I purchased a plush robe and an area rug for my son who gave me $40 while he was speaking to someone he knew. I gave the cashier the two twenties and two cents since it came up to $30.02. When Amy, the cashier, gave me back the change of three dollars, I pointed out to her that I gave her forty dollars and two cents and she denied it. She eventually got an employee who came over and put the drawer on a scale and said it was correct. I asked to see, and manager Amy came over and said she wanted to look at the camera. I stood waiting for about thirty minutes and Amy, the manager, sent another employee to tell me that she saw her put money in the ten and twenty spot not checking exactly what was put in them.",2," March 17, 2013","Peoria, IL",Peoria, IL,Walmart
875,"I felt sick like throwing up after eating the Raisinets. The management was rude and I felt rushed to get off the phone. They then informed me they pulled the product off the shelf and offered me a $10 gift card, which I wasn't pleased with because I feel like that is unacceptable for Wal-Mart. I've tried to call two times to get my claim number. They put me on hold and never got back on the phone.",2," March 4, 2013","Shelbyville, IN",Shelbyville, IN,Walmart
876,"I bought some Marketside Spring Mix Salad from Walmart in Hueytown. I consumed the salad that night. By the morning, I was using the bathroom every 20 minutes and nothing could calm my stomach from cramping. I'm sure it was the salad. I will never buy bagged salad from Walmart ever again.",2," Feb. 28, 2013","Bess, AL",Bess, AL,Walmart
877,"I live within a mile from the Taylor’s Walmart so I do my weekly grocery shopping there for groceries and bathroom products, dog and fish tank products. I use Loreal Paris Excellence Creme hair color 01 and the store has been out of it for a month. The Wilkinson throwaway razors that are $5.97 for 8pk has been out for several weeks, but this week I looked for them and the whole aisle of throw-away razors was about empty. The Cover Girl make up is so low in stock I had to go elsewhere to buy what I needed. The great value trash bags for $3.97 were out for 2 weeks in a row. The pet dept. is always a mess. They are continually out of carry-out treats and milk bone mini bones are always out. The gravel for the fish tanks was totally gone. Most of the list I had made out this week, I had to leave the store and go next door to Bilo grocery store and buy it. It’s every upsetting. ",2," Feb. 28, 2013","South Carolina, SC",South Carolina, SC,Walmart
878,"As much money goes through these Walmart stores here in Longview, Texas, they should at least have more than 8 handicap rolling carts for the handicapped. There should be at least 50-100 and in working order. Some of the carts are not fit to ride in; the battery doesn't last long. What happened to the greeters? They know more what's going on in the store than anyone. Bring back the greeters. That way, people can spend less time looking for items and give your workers a raise.",2," Feb. 27, 2013","Longview, TX",Longview, TX,Walmart
879,Casserole broke so I transferred chicken to another one. I would like a coupon for a replacement. I tried to return to Wal-Mart but they wouldn't give any satisfaction.,2," Feb. 21, 2013","Jensen Beach, FL",Jensen Beach, FL,Walmart
880,"I live near the Walmart store located at Montgomery Crossroad in Savannah, GA. This store has horrible customer service. Why aren't more cashiers made available when the store is always crowded? What's the reason behind allowing long lines to develop in a store that has registers closed? Is this a money-saving measure? By the way, as I was leaving Walmart this Friday evening, I overheard two employees talking. They affirmed my conclusion about this Walmart location. The employees stated that they were told during orientation, that the Walmart at Montgomery Crossroad is one of the worst stores in the Walmart chain. I understand why. Something must be done to enhance customer service at this location or the store should be closed.",2," Feb. 16, 2013","31416, ga",31416, ga,Walmart
881,"On 1/26/13, I purchased a 16 oz. pack of Great Value Easy Melt Pasteurized Prepared Cheese product. When I went to use it, I pulled the carton top up and the foil that wraps the cheese opened up. When I turned the foil over, there was hard, dried cheese along the area that was opened. I couldn't use the cheese. The code on top of the box is 21:05 BEST BY 05/13/13 FU 0000. The UPC# is 0-78742-01512-5. I purchased this at my local Walmart in Encinitas, CA. I also had a bad experience with Walmart's 1 lb. bag of frozen Salmon - it was mushy and not at all edible. What does Walmart do to ensure that the consumer can buy their private brands and not be disappointed or inconvenienced?",2," Jan. 27, 2013","San Diego, CA",San Diego, CA,Walmart
882,"For the last week, I have been looking for a particular DS game for my niece’s birthday. I went to the 3rd Wal-Mart today and finally found it. When I asked an associate for help, I was told that if the key worked, I could get it. I also found a case for the DS and couldn't find the price, so I searched the store and found a sign to get the price. I was told I could come back tomorrow after 11:00 am, but as I work nights I am asleep at that time of the day. When I got there, there was no machine. I walked to the other side of the store and found another sign. Guess what? Again, no machine. After striking out 3 times, I dropped the merchandise I had intended to buy and walked out. You will not be getting my $50.00 today as I will be going to Target this afternoon and if they don't have it, I will go to GameStop or Best Buy. This store was located at 6065 Jonesboro Rd Morrow, GA 30260.",2," Jan. 17, 2013","Rex, GA",Rex, GA,Walmart
883,"I usually take the drug Prevacid for my acid reflux. Being that both my husband and I have been laid off from our jobs, I saw the Equate Product called Lansoprazole. It states to compare with Prevacid and it seemed all well and good, and the price was right. I bought it 2 days into it my skin started to itch, my thighs, my stomach, legs at the calf, under my arms, facial area, and neck were covered in large itchy welts. Hmmm, just like Prevacid. Well, I'd taken Prevacid and nothing like that took place. I grabbed the box, and the active ingredient was the same as Prevacid. The non-active ingredients were more active than I thought. There is an ingredient called Sodium Lauryl Sulfate. Perhaps this company shouldn't state compare to Prevacid and then have something in it that Prevacid doesn't have even if it isn't an active drug according to Equate. ",2," Jan. 3, 2013","Justin, TX",Justin, TX,Walmart
884,"On 12-22-12, I went and bought two bottles of full propane tanks. When I got home, one of the propane tanks was only half-full. The reason I know this is because we had to use the tanks for our generator because we had no electric and the half tank did not run as long as the full one. How do I get a refund for it? ",2," Dec. 29, 2012","Shingletown, CA",Shingletown, CA,Walmart
885,"These were going to be a special treat for my pups for Christmas. However, walmart.com decided for some reason to send this along with the other item I ordered at the time to an address in my book I had not used for over two years. As I was checking to see where they were, I saw they had been delivered to this facility. I called the facility and was told they were being returned that day. I sent emails to walmart.com asking them to please send to my home address ASAP and to please email me. Of course, I heard nothing and guess what?! They sent them to the same address again! I sent repeated emails to customer service pleading with someone to contact me, no response. I finally started sending emails to every link on the walmart.com page and my money was credited today. I used to enjoy ordering from walmart.com because of the ease and good prices. But now that I know you cannot get a response from customer service, I will find somewhere else to order my products from!",2," Dec. 26, 2012","Camilla, GA",Camilla, GA,Walmart
886,"I was at the checkout line at the Carroll Island Walmart at 5:45 and 6:00 pm December 22, 2012. One of your cashiers started to scream and threaten two women in line. This was pathetic. You should watch the store video. She was at the express line near the door. A few of the employees hurried up and got her away from the register. A friend of mine had it recorded and may put it on Youtube. It was so bad. Please do something about this. Thank you!",2," Dec. 22, 2012","Baltimore, MD",Baltimore, MD,Walmart
887,"Port Covington Wal-Mart exhibits a poor excuse of customer service. This evening, I purchased a storage bin that was on sale. The rollback tag listed it as $9.97. I happily took it to the counter where I was then charged $11.97. I asked the cashier why I was not charged sale price and she stated, ""I don't know. It didn't come up,"" and proceeded to say, ""Have a nice day."" It's 5:28pm in the evening. I then went to the customer service counter and asked about the sale. The salesperson took my receipt and proceeded to flounce around the station area to go off somewhere. I asked where she's going. She said she'll check the price and that I can come with her. I walked all the way back. She checked something and then flounced back to the station not saying a word. I asked if it was indeed on sale and she said yes. ",2," Dec. 9, 2012","City, MD",City, MD,Walmart
888,"I had bought a loaf of which was priced at $2.18 on the shelf and when I checked out, it was $2.48. This is not the first time this has happened. I have bought other things in the store and have experienced the same thing. Can't you people get it right or do you have to steal from your customers? You are no better than a shoplifter.",2," Dec. 6, 2012","Kingslang , GA",Kingslang , GA,Walmart
889,"Mobility Carts - The Walmart in Ashland City never has enough of them. Supposedly it is the customer's fault because apparently, they don't take care of them or so I was told. You can never find one during the day. I usually go at night so as to get one. The last time I went, guess what? No carts. No greeters to help me find one. Someone emptying the trash said two were broken down in the back. She of course did not offer to go see if there was one at the other end. At any rate, I went to Food Lion and spent my money. This is a small town and does seem to have quite a few people that need the carts, but there aren't enough even before the flood. The following remodel, still not enough carts. So I guess disabled people don't matter to you. Big surprise. You know, you really need to work on your image. Just saying. I think this Walmart doesn't think they have to worry about their image since they are the only one in this town!",2," Dec. 5, 2012","Ashland City, TN",Ashland City, TN,Walmart
890,"We had called the night before and were told there were three of the items we were looking for. We drove some distance to a Walmart in Elizabeth, CO (we have a Walmart in our own town but they were out of the item). When we went to the home and garden department for the item, there were two employees just standing there talking. They were not with any other customers. When we asked for help they just shook their heads and said they couldn't help us, as they were not working the night before when we had called. They offered no help and made us feel like we had bothered them. Not a very good way to treat your clients or create goodwill. Word of mouth advertising goes a long way you know. The young girl in customer service, however, was very helpful even though the item we were looking was not at the store when inventory said there were three. So kudos to the girl in customer service for at least trying and shame on the two women in home and garden for not wanting to do their job!",2," Dec. 1, 2012","Castle Rock, CO",Castle Rock, CO,Walmart
891,"Booklet states, ""If your computer hardware fails, we arrange to have it repaired at no cost to you."" Also, it states ""No deductibles, no hidden fees"" and ""prepaid shipping to an authorized service facility."" In the first year, I had to make arrangements and pay for shipping costs. When I called questioning this, I was told that it is not covered by Walmart. How can you accept payment for coverage that you do not provide? How can you claim ""no hidden fees"" and ""no cost to you"" and then say ""Oh, that's not us."" I don't need an attorney to contact me, but I would like some kind of explanation.",2," Nov. 29, 2012","Lansing, IL",Lansing, IL,Walmart
892,Cyber Monday at 0730 I tried to order 2 double power T711 tablets. My store manager also tried to order 2 for his grand kids just like I wanted to do! A Cyber Monday special selling out at some time before 7:30am is in my mind false advertising. I cannot even place a back-order according to store management. My grandchildren are heart broken and they are not even sure I was going to buy the tablets. Please provide me with a viable alternative so I will not disappoint them on Christmas.,2," Nov. 26, 2012","Tampa, FL",Tampa, FL,Walmart
893,"I worked for Walmart in Danville, VA. I was a cashier. I was accused of stealing $300 in cash from my register; I did not. I was terminated immediately. I was called to clean out my locker and was escorted to the front door. It was a lie, and because I would not sign a statement saying I did it and agree to make restitution for something I did not do, I was terminated. I live in VA. I was told there was nothing I could do about it. This happened to me in 1993. Every time I shop there, I see her still there and I still wonder why.",2," Nov. 26, 2012","Danville, VA",Danville, VA,Walmart
894,"I cannot understand the difference. I picked up an Ice Hockey table that was on the shelf, not on the flatbed with others and got the BF price. Three of us were looking for the Monster High Dolls that were on BF for $10, could not find the Bin but found them on the shelf. We took five and only got the BF price for one. The sales associate said that four of them were not marked for BF price, only the one? I am confused, the sale bill did not state only one. She stated that they only get so many earmarked for BF pricing and the other four were not included, and if I took them off the shelf, they were not on the special pricing list, but I got all five off the shelf. She was very indifferent and said that she wished that they would mark them with a big BF where everyone would know. Well, me too, sister.",2," Nov. 24, 2012","Cobden, IL",Cobden, IL,Walmart
895,"I thought the ticket method was a great idea. However, having to wait in a line for three and a half hours for just one item was bad business for you and ultimately prevented me from getting other gifts for family and friends. I will look to other stores next year for my Black Friday sales.",2," Nov. 23, 2012","Big Clifty, KY",Big Clifty, KY,Walmart
896,"Long waits at checkout. Two registers open, backed up 6 deep and no calls for more checkouts. We waited 30 minutes. It seems to be common occurrence.",2," Nov. 20, 2012","Atlantic, IA",Atlantic, IA,Walmart
