,Review,Stars,City/St,City,State,Retailer,Date
8,"I ordered vitamins online with a promise of overnight delivery. A week later they still aren't here and they won't let me cancel. I would NOT recommend that you get anything delivered by Walmart, now I see why everybody is starting to hate their business.",1,"Colorado Springs, CO",Colorado Springs, CO,Walmart,2021-12-30
9,"Walmart.com is the worst place for anyone to shop as is their stores. They are filthy. As for walmart.com anyone you talk to is offshore and they will not transfer you to USA rep. nor can you reach corporate Walmart. I ordered several things online and not only did they not arrive, I have the USPS tracking code which states they never got the pkg but a label was printed. Now when I look at my account order it states it was delivered but I have proof it was not. Fraudulent company F&N Mart never sent the product but charged my card. Customer service after hours on the phone with them and by email was the worst ever. I hate Amazon but at least your delivery gets here, USPS and Fed Ex and UPS stand behind you, walmart.com does not...and corporate doesn't want to talk to you either. I wonder why? Complaints I am sure!!",1,"Brookfield, WI",Brookfield, WI,Walmart,2021-12-29
10,"I ordered 13 canvas photo wall hangings to give to sponsors and board members of the non-profit where I work. I purchased the items on November 23. I picked them up on November 24. Most of them were poorly constructed. I had them try to fix several, and picked those up on November 27. Some still weren't acceptable AND others couldn't be reproduced because the order had already expired in their system. I was advised to cancel the entire order and get my money back. I was also advised to order online again for a shipping option because the production would be made by a machine instead of people so would look better.",1,"Johnson City, TN",Johnson City, TN,Walmart,2021-12-14
11,"On Suday, December 5, 2021 at approximately 10:11 am I contacted the Walmart Customer Sevice Center at (800)925-6278. I don't know if I was provided the correct information but I was helped by a representative by the name of Jason (Employee ID#**) and his alleged supervisor Christopher (Employee ID# **). I called to complain about a damaged product received in the mail. The packaging box that the item came in was not damaged. I was sent an item that was damaged prior to being packaged. ",1,"Bronx, NY",Bronx, NY,Walmart,2021-12-10
12,"My wife and I recently did a large grocery shopping at the Delafield Walmart. Now the store has recently been reset with new shelves which is nice. Sadly when we were there most of those shelves were empty. At the conclusion of our shopping we wanted to check out and discovered only one person at the check out and a ton of new self check out stations. Now I have used these stations in the past when I have a few items and they are fast and efficient; however if you have a cart full of groceries there is no place to go with the checked items. I was going to get a second cart, but then I remembered ALL of the carts were in the parking lot. That is in fact where we got ours to begin this adventure. So here I am scanning products, putting them in those ** thin bags and setting those bags on the floor. Are you kidding me!!!! Never again will I shop at Walmart. Clearly there was no staff or management to handle this store.",1,"Waukesha, WI",Waukesha, WI,Walmart,2021-12-06
13,"Went and bought a rotisserie pre made chicken around 3:45pm today 12-1-21 and when I tell you we got a flat out under cooked chicken I mean in words you can't imagine. This was the nastiest chicken I've had or seen. Dark blood spots. It didn't smell at all good. Blood, raw fat, meat and only well the outer shell of the chicken was done maybe slightly!!! I'm not at all happy and if there was any way possible for me to post pictures of this I would and will be all over the place. This is ridiculous how any kind of food could get thru your pre cooked ready to serve Delhi area! And when I take this chicken back I'll be getting my money and then I'll probably call a lawyer in advance.",1,"Bethel, OH",Bethel, OH,Walmart,2021-12-02
14,"Walmart has clearly sold tens of thousands of consoles to scalpers and now they are helping those scalpers resell at double the cost on the walmart marketplace site. All this during a pandemic. This seriously hurts American families, specifically their kids. Sears is doing the same thing. This is so evil, I will never shop in a Walmart again.",1,"Fiskdale, MA",Fiskdale, MA,Walmart,2021-11-29
15,Went on Walmart website looking for a PS5. I know it was a long shot but thought I should give it a try. Walmart advertised they would have some available but you had to sign up for Walmart+ to be eligible. Signed up & paid & waited for the time they said it would be available. At the exact moment they said they would be available a window came on saying they were sold out and gave a timer counting down when you could add it to your cart which started at 21 minutes. My sister in another time zone was 4 minutes ahead of mine which is strange since we got the initial message at the same time. I can understand web speed etc not being exactly the same so that's fine.,1,"Casper, WY",Casper, WY,Walmart,2021-11-29
16,I called Walmart for over 45 minutes and have been continuously hung up on... All I wanted was clarification; on a warranty for a Television and Sound bar I purchased which was roughly $850... Funny enough that we can spend the money and we just ignored and mistreated. Now I do not care about resolution. They need to be taught customer service or simply just fire anyone from the Tech department. Ridiculous how you can't get through to speak to an advisor from your establishment.,1,"Brownsville, TX",Brownsville, TX,Walmart,2021-11-24
17,"Do not whatsoever use their services. Go to USPS or your local bank. They will charge you so much more even when it shouldn't be that difficult and hold your money for wks. All with excuses if you can actually get in touch with them. Forget in person agencies they are useless and just one more reason not to use. Walmart they are crooks and frauds. A money order should be able to be replaced at the agency you got but at since so many identity checks are in place with not additional fee just like USPS would do. I have the original money order tab and receipt. But no. 2 days many phone calls they want me to pay over a 100 and wait weeks to get a replacement. I'm reporting to the US Fraud and Business Department. Imagine Christmas. A sick child, down a car and than what little you saved to get it now being held by a company that wants to take a big part plus maybe you get it in 30 days. I can't even.",1,"Auburn, GA",Auburn, GA,Walmart,2021-11-24
18,"Was lied to in text chat and phone but managers in customer service about false ads to get you to their site and the ads are false. More than one. A lot to be honest. Customer service tried to get me to buy a diff item at full and pay higher price. As was told if I sent in the pic they would give me items at the ad price. Sent pics of ads and website and then was told, ""Sorry they are 2-year-old ads"" and they will not honor them and too bad.",1,"Scottsdale, AZ",Scottsdale, AZ,Walmart,2021-11-20
19,"I ordered 4 tires for my vehicle, order was to take 1 week to arrive on a Thursday, I get a text Thursday that tires have arrived. I call in the automotive dept and they are closed. I call again Friday, they are closed check back tomorrow, which is a Saturday. Guess what they are closed. I call back Monday- no answer and I talk to a different dept. they said they are actually open today however they are about to go to lunch, just swing in and talk to them in an hour. I arrive to find out they only have 3 tires that arrived. They track the tire and say it's lost 8 states away from me. They can't get one from another location. I have to fend for myself to call corporate to get it straightened out. I call corporate and they say, ""Why are you calling us. Talk to your local Walmart. If they won't help call back another day."" ",1,"Grand Forks, ND",Grand Forks, ND,Walmart,2021-11-19
20,"I have been a loyal customer for 7+ years & spend thousands of dollars on online orders BUT now Walmart has permanently banned my acct from ALL online orders. Walmart took it upon themselves to review my acct & make a final decision claiming that I have violated the return policy without even speaking to me, allowing me to defend/explain myself.",1,"Las Vegas, NV",Las Vegas, NV,Walmart,2021-11-16
21,I ordered a game for my ps4. I was charged 87.58 and they took the money from my bank account on Oct 30th...Today Nov 15th 2021 I check my account because it says I have less money than I should have. I go to my bank. They tell me I have another pending charge from Walmart.com for $68. I hadn't ordered anything since Oct 16th when I placed my order. My bank tells me to contact walmart.com so I call them. They tell and admit they charged me 68 dollars for the same product that I ordered which means they charged me twice since they got paid by my bank on Oct 30th 2021. I told them it's fraudulent to charge me twice for the same item they refuse to make it right and give that money back and reverse the charge. This company is a fraud. They steal from customers and should be charged with theft.,1,"Port Angeles, WA",Port Angeles, WA,Walmart,2021-11-16
22,I went shopping with my mother. I wanted to pay for her stuff so added it to mine. The cashier quoted the price as $120.00 I gave her $200.00. She did the transaction gave me my receipt and money. I did not count my money or look at my receipt like I should have. When I got home I counted my money and checked my receipt to find I was short $20.00. I was suppose to get $80.00 and I got $60.00. I am writing this review to warn people to count your money at the register.,1,"Brockton, MA",Brockton, MA,Walmart,2021-11-15
23,"Horrible experience in Riverton Utah Supermarket and South Jordan Gateway. Both food deliveries. First was Riverton, sent a pic of my siding and said he delivered my groceries. I called Walmart for 30 min before a human picked up. Finally got pick-up and told her the driver lied, did not deliver and she said the groceries were still at the store. Many words later told me she would have delivered by 5, 5:30 rolled around, another round of 30 minutes to get a human and hung up on. Finally a person at pick up said my items were picked up- but you see, I never received those too. I asked if it was the same thief, she said probably. So, they let the kid pick up again and not instantly fired- WOW. He stole from me and lied twice. ",1,"Riverton, UT",Riverton, UT,Walmart,2021-11-08
24,"After MONTHS of playing Walmart's release game for the X Box Series X, I finally won! They took forever to ship it! And when they did, they went with a second-rate shipping company... Needless to say, it was Lasership, a company KNOWN for ""losing"", ""not delivering"" and ""stealing"" packages.. Needless to say, I never saw my X Box! As soon as Lasership got their sticky paws on it, it was immediately marked ""Lost"". (Yeah I bet it was!) Wal-Mart refused to replace my X Box stating ""Microsoft"" Wouldn't allow it! Even during the MONTHS, I have been fighting for a replacement they had at least 3 releases of X Boxes! I was informed, ""Yeah we have them, we just can't give one to you even though you purchased it and we messed up..."" What kind of MESS is that?!?! You have what I ordered but refused to replace it! ",1,"Paw Creek, NC",Paw Creek, NC,Walmart,2021-11-04
25,"I purchased TV in June 2020. Before six months I had to returned the TV due to volume problems, here I am again volume completely went out. Don't waste your money. I'm get in touch with Walmart and see outcome.",1,"Covington, KY",Covington, KY,Walmart,2021-11-02
26,"Buyer BEWARE. I ordered $250 of gift cards from Wal-Mart. Normally I receive an email telling me how to activate my cards when they come in the mail. I ordered the cards 9/23/21. I never received an activation code. I have called around 6 times over the past month and I have been told they are having issues with their beta version and they cannot activate the cards and they are working on the issue. Wal-Mart did charge my credit card $250. They said they have no ""eta"" for when the issue will be resolved. They told me they can't refund me the $250, nor can they send me cards I will be able to activate. At this point I have paid money for cards that don't work with no timetable for resolution. I think after 30 days, Wal-Mart should refund me my money and once they figure things out, just don't activate the worthless cards they sent me. I would suggest you not buy any gift cards from Wal-Mart until this issue is resolved.",1,"Tipp City, OH",Tipp City, OH,Walmart,2021-10-22
27,"If I could leave a negative star amount for my experience today, I would! I have a physical disability; therefore, I thought it was a wonderful option to have my dry dog food delivered to my house automatically once per month. The price was $20.40 per bag if I chose this option. Great. The first month, I only received one bag, called in and was told I would be given a credit for the second bag. Then I noticed, the price had suddenly risen to $25.63 per bag. I called in again and was informed that I would still receive the original price. All I had to do was call in and provide the reference number that the CSR gave me. I thought, great! Thanks! I didn't cancel the order for the second month at the higher price because I thought I would get a credit. Wrong!!! ",1,"Desboro, ON",Desboro, ON,Walmart,2021-10-21
28,"First time order all baby stuff like bed, it's a gift for my brother and sister in-law, when they arrived, I saw outside of the box have tape labels put **, I try to email complain. They keep telling me which they can't find my order number, I did screen shots everything email to them, but still said cannot find like they try to hide and don't want to responsible for that, never again with Walmart, I heard a lot about them, bad experiences for me.",1,"Langley, BC",Langley, BC,Walmart,2021-10-18
29,"Now September 11 2021 there were 5 charges posted to my account from Google play. I've contacted Walmart customer service over 10 times about these charges. They keep telling me that the charges are pending and are under investigation. Here is a list of the charges, I got a new card. Changed the password, I still haven't been credited for these funds.",1,"Mooresville, NC",Mooresville, NC,Walmart,2021-10-12
30,"I returned a damaged doll to Walmart, they received it and have still not refunded my purchase. This is going on 2 months and I’ve called several times and emailed them several times. Still no refund. I will never shop there again.",1,"Goose Creek, SC",Goose Creek, SC,Walmart,2021-10-06
31,"I ordered a toy to be delivered to my Grandson for starting Kindergarten. I live in California and he lives in Utah. I called Walmart the night before to make sure all ok. Talked to Supv, he said all good. Ready to go. Got email at 201am stating out of stock. What happened from the night before? Never again. Don’t use them. They just make kids cry and grandfathers upset.",1,"Moorpark, CA",Moorpark, CA,Walmart,2021-10-05
32,"Still waiting and still holding....so many calls since I returned the Sleep Innovations Bed, because it stinks and the smell never went away like they said it would, smells like vomit. So many appointments for pick up that did not happen, now after it was picked up by rude hostile men, I have waited endlessly for refund that never happens. Continually calling, supervisor, Evelyn, after a half hour on the phone, disconnected. Now waiting again for Will and no one returns to phone for a half hour. OMG if I could give minus stars I would. Don't they realize experiences like this keep people from ever shopping there again and spreading the word??!!",1,"Ocala, FL",Ocala, FL,Walmart,2021-09-29
33,I ordered twin xl on Walmart.com and was sent twin. Tried returning to the store and they said I needed to contact the seller for a return. I sent two messages to the seller and it wasn’t returned. I just called the store to complain and was told there was a 30 day return window and since my order was received Aug 11 and I sent the message Aug 12 I was out of luck. That’s ridiculous. I hadn’t been told the return policy was so quick.,1,"Rochester, NY",Rochester, NY,Walmart,2021-09-20
34,Had ordered a Hoover vacuum online. Daughter picked it up. Got home. Opened box. Inside box was a used dirty smelling Bissell. I called store. Daughter went back. Gave her hard time then told her I had to wait a week to get my card credited back. Why do they keep my money for a week when they took it out the minute I ordered it? Do not order from this store. They will sell you used dirty merchandise in a new box. And for any one that want to rip them off was told they don't open returned merchandise boxes so you can put what you want in box and they'll give you money but it makes it hard on people like me that are honest. Bottom line is don't order anything online from Salisbury Walmart. Their store and customer service stinks. Called corporate. Was on hold to to speak to a manager who never would answer nor would they switch me to account to give them a review at end of call. WALMART Salisbury MD STINKS AND NO CUSTOMER SERVICE.,1,"Delmar, DE",Delmar, DE,Walmart,2021-09-14
35,"Let me start by saying that I've been a Walmart Shopper for many years. This, primarily because their prices are the best. Lately, I've been taking surveys and the rewards I get I divide into Walmart and Target Gift Cards. Unfortunately the last 5 or 6 times, when I go to check out, the Cashiers have no idea what to do with these gift cards since they're paper and not a physical card. They ALWAYS have to look for a Supervisor to help them. It doesn't appear that there is any way to signal one either. No walkie talkies (like Target) and apparently not able to flash the light on the aisle number to get anyone's attention. ",1,"Safety Harbor, FL",Safety Harbor, FL,Walmart,2021-09-14
36,"We have shopped from Walmart for a number of years. Yes, the growth of Amazon has helped and made it even easier to shop - from the comfort of our home. Recently, unable (a rarity) to find the items on Amazon, we ordered them from Walmart. After waiting for over 3 weeks - they were 2 weeks late - I was told the items were finally delivered! Yeah! Great - but no, not great, they weren't delivered and I was told I would be charged for them since I now had them. These were TWO BIG boxes - that were never at my door, or garage, or anywhere on our property - never delivered. Walmart emailed, called and ""told me"" it was my responsibility to get the items back if I wanted a refund! I now had to do THEIR job, find MY order AND get it back to THEM to get MY money back. Last time I checked, if you have a job, you carry through and complete it. If I order something and it doesn't come through, I get a refund - except, apparently, at Walmart.",1,"South Bend, IN",South Bend, IN,Walmart,2021-09-08
37,"Classic bait and switch scheme: advertise something online for low cost (TI-84 Plus CE for $71), saying have to come into store to buy, then tell customer that item is sold out, and try to sell them lower quality model for almost twice the cost (Ti-84 for $129). I was in the store, showing the manager that online currently states there is stock and she said there must be something wrong with their inventory. What a crock - they lie to get people in the store and then try to sell things for full price. Rest assured that I will never shop at Walmart again, and neither will any of my family.",1,"Sacramento, CA",Sacramento, CA,Walmart,2021-09-05
38,I have purchased quite a few things from them. I'm done. I'll go back to Amazon because they make sure you are happy. When something arrives in the mail and it is defective Walmart makes it very inconvenient to return the item. You have to mail it back to them or go to one of their stores. If you are handicapped and that is the reason you buy online do not buy anything from Walmart. Amazon will pick up your order when it is returnable or when they are at fault.,1,"Fl, FL",Fl, FL,Walmart,2021-08-29
39,"08/28/21 at 7:13pm Spoke with Janae. The trash can lid has a two year warranty. I purchased the motion sensor trash can Model# MS-50-22. Order # ** purchased 10/03/20. Mainstays customer service (877)539-7436, (877)968-6391. 2nd time calling spoke Amir from Walmart. Amir and Janae gave incorrect phone numbers. They refused to honor their manufacture warranties.",1,"Covington, GA",Covington, GA,Walmart,2021-08-29
40,I ordered a certain product after 10 days they simply cancelling my order and ask me to reorder if I want. No one to address this through customer service. Worst experience with Walmart delivery. Product is also not good to use.,1,"Rockville, MD",Rockville, MD,Walmart,2021-08-23
41,"The Walmart located @ 3031 Memorial Pkwy SW Huntsville, Al 35801 is by FAR the WORST Walmart in Huntsville. The employees only seem to care about what is going on in the social media world or conversing amongst each other, not you or whatever you may need. Very rude and disrespectful staff all the way up to management. Also if you intend on using cash, be prepared to wait... and wait. None of the self-checkouts accept cash or give cash back, the only way to use/receive cash is to use a register manned by an employee (if you can call them that) and those 2 registers have a line that is a mile long. All the other locations in Huntsville have at least one self-checkout that accepts cash, but this one can't figure that out? In closing, go to ANY other Walmart for a decent experience or do as I have and just shop at Target.",1,"Huntsville, AL",Huntsville, AL,Walmart,2021-08-23
42,"Ok - I spend 90% of my time shopping at the Neighborhood Walmart in El Paso, Texas on Hondo Pass. This morning I had to go grocery shopping - around 10am. It was packed! There were no full service lines open (no cashiers). I saw plenty of people walking around. The self serve lines were open and at least four customers in each lane. I asked someone to open a full service line as there were a lot of elderly people in line. She said she would but nothing. The lady behind me (probably 80ish) couldn't understand it either.",1,"Alto, NM",Alto, NM,Walmart,2021-08-22
43,I recently ordered a NordicTrack treadmill T series 6.5 Si model from Walmart which is what was advertised on the Walmart site. It was a great price. I received the older model (T series 6.5 S) which is not what I wanted and far cheaper if you ordered that older model from Amazon. I called Walmart and their response was that I had to contact the 3rd party seller and handle the problem myself. I noted that this was fraud on their part as they were advertising one product at a great price but delivering a lesser model. Their response was that they are NOT RESPONSIBLE for what is advertised by a 3rd party seller. ,1,"Demarest, NJ",Demarest, NJ,Walmart,2021-08-18
44,I have done multiple orders through Walmart for groceries online as it is convenience being able to select a time slot which saves me time allowing me to focus on other task I need to complete. I selected 9-10AM for my order so that it may be there when I wake up and all ready to go for meal prepping before lunch time. As I get the notification it's on its way I wait for the delivery to arrive. It does not. At 9:19AM I get notified it has been delivered when it has not arrived. I give it time because the most recent order had the same issue but driver arrived in the window. I proceed to call at 9:50am regarding the delivery as this was enough time to wait before proceeding to call.,1,"Calgary, AB",Calgary, AB,Walmart,2021-08-17
45,"Beware of prices on Walmart.com. They had a Blackstone 36"" Griddle with Air Fryers on their site for $350.00 but you couldn't order it because it was out-of-stock. As soon as it became available, the price jumped to $592.00. That's almost a 70% increase that happened in one week (I kept screenshots of their website pages). I contacted Customer Service and they tried to tell me it is a market fluctuation. Then they said it was an error. They are making up excuses for false advertising. The kicker is that they have an exclusive with Blackstone on the griddles with air fryers so they are gouging anyone they can. I'm done with Walmart and Walmart.com. If they are the only ones that have an item, I'll do without.",1,"O Fallon, MO",O Fallon, MO,Walmart,2021-08-12
46,I came in and saw that the only lines open were self checkout lanes. I did my shopping and 45 minutes later there still was no open lanes for checkout. I DO NOT WORK FOR WALMART.. If I my wife did not need the stuff I would have left it. Talked to management and they were indifferent and could careless.,1,"Mc Clellanville, SC",Mc Clellanville, SC,Walmart,2021-08-11
47,"I ordered a tire and mistakenly chose the wrong one. I canceled my order within 5 minutes. They claim you will not be charged for an order until it ships. Not only didn't it ship but I was still charged 24 hours after I canceled my order. Now it been 10 days and they still have not credited my account. I cannot buy the right tire until I get that money back. 99% of other online companies (way smaller at that), my card is credited the same day I cancel an order. Horrible mistake. They will never compete with Amazon like this.",1,"Rocky Point, NY",Rocky Point, NY,Walmart,2021-08-04
48,When Walmart started grocery delivery. It was great... Now they mess up grocery orders and don't deliver when suppose to. Many items out of stock. Even with grocery delivery they have started sending ordered items different days through the mail. What the h_ _ _???? Get it together Walmart or put someone in charge that knows what they're doing.,1,"Cape Canaveral, FL",Cape Canaveral, FL,Walmart,2021-08-02
49,"More than 5 employees passed by me and my wife and not one asked if we needed anything and when I asked 2 employees who were passing by they said “LOOK FOR THE LADY” and pointed away to nowhere.  Then I went to the front and asked for assistance while listening to the radio saying “SOMEONE NEEDED IN MEN’S DEPT.” no one came. Then I asked an female employee who was moving things around for assistance and she said she was on her break. By then more than 20 minutes had gone by. By the time someone came she was rude, opined the locked glass and walk us with the item to the register instead of giving us the item when we weren’t even done shopping. Then she handed our items to another lady and just walked away. Her name was AURORA. ",1,"San Jose, CA",San Jose, CA,Walmart,2021-07-12
50,This is literally the worst company I have every ordered online from. All 4 of my orders had a problem and I got no kind of customer service from anyone I talked to at the company. I thought I was ordering from a huge company when ordering on walmart.Com not Craigslist... What a joke!!!,1,"Lincoln, NE",Lincoln, NE,Walmart,2021-07-07
51,"On May 24th eating mini chocolate donuts I got from my neighborhood Walmart, bit down on something sharp, it cut the roof of my mouth, looked at it... It was a shard with sharp edges on both ends (still have the pictures of the object and the container the donuts came in). Filed a complaint waited for response. Walmart pushed it to the company that made the donuts, now that company (Flowers) can't explain how this item got into the batter and are making excuses of how they don't think it happened and now wants to push it off on another organization... ",1,"Denver, CO",Denver, CO,Walmart,2021-06-28
52,"I got scammed on Walmart.com and apparently there is no recourse. BUYER BEWARE. The specific company that scammed me was 911BOULDERRIDGE LLC. Bought a pool, never arrived, and it's showing as delivered. FedEx has no record of my address. Repeated attempts to contact company have been met with silence, Walmart.com intentionally makes it impossible, or nearly impossible, to dispute a purchase.",1,"Victorville, CA",Victorville, CA,Walmart,2021-06-28
53,I ordered Kitchen Aid kettles (37 kettles). And seller bargain corner has been sent not Kitchen Aid. I received another kettles Hamilton Beach. I started to return these kettles because that looks really like a scam. And what did Walmart? He blocked me!! Because I did refund. I explained the situation and called a lot of times to Walmart. I asked them to check this seller. But no. They blocked me! I spent a lot of my time and lot of my nervous. Thank you walmart! Good luck you and Bargain corner. Lose your customers and deceive them further. You need to check your partners and not block clients. Good job.,1,"Chicago, IL",Chicago, IL,Walmart,2021-06-25
54,"I ordered two Intex River Floats off the Walmart website, and the price went up two days later. I then received an email advising us our order had been cancelled. I'll never buy again from this company, and am telling all my family and friends that they don't honor their transactions. I wasted two weeks waiting for these items, which were to be given as a gift to my wife.",1,"Middletown, NY",Middletown, NY,Walmart,2021-06-24
55,"Saw a product online in a store by our home for $20.88. Went to the store. The same item rang up for $48.88. Spoke with Mgr, he informed me they don't price match and online prices are different. He had no authority to override the price. I informed him this wasn't a good customer experience. I went home and ordered the same item for curbside pickup. Walmart is a very low-end store and I expected better but had to remember who I was dealing with.",1,"Lithonia, GA",Lithonia, GA,Walmart,2021-06-20
56,"I purchased an HP All in one desktop computer at Walmart. According to the Walmart representative and the walmart website, all of their warranties come with ADH protection. I first called because my computer was making ""fan lines"" across the screen when using the whiteboard function. I was informed by the representative that they did not cover and that I would have to contact Walmart of the manufacturer. ",1,"Huntsville, AL",Huntsville, AL,Walmart,2021-06-03
57,"Place a pickup order online at 7:15 am and received a confirm text that order was received few minutes later. I received my text from bank 1 hour later that it was charge for Walmart. After waiting 5 hours I call store several times (8) no answer & then I call customer service 3 times before answer & they said that they could not do anything but transfer me back to pickup. Again no luck. At this time it was 4 pm. I then tried 3 more times up until 6:45 pm. No luck. I had to call neighbor for help to go pick up supplies at another Walmart for me, due to me just getting out of hospital I was not able to drive. Problem with that was bank still had hold on funds for Walmart online, so I had to get funds from another account for same products. And as of 5 days later due to 1 holiday I still don't have my account refund???",1,"Fayetteville, NC",Fayetteville, NC,Walmart,2021-06-01
58,"I ordered a set of tires to be delivered to a nearby store location for pickup. The shipment was delayed a week and a half. It said online they had been delivered to the store, but when I called the store they had no record of them having arrived. This order was then refunded to me and a new set of tires was ordered with a 10% discount for the inconvenience. The discount part was at least something. But with this second order, there were yet again logistical problems. The website said they had been delivered to the store, but the store checked the back room and did not find my tires. Again they said contact the website. I called Walmart.com again and politely explained how frustrating this whole experience had been, which had taken almost a month, and I had nothing to show for it.",1,"Tampa, FL",Tampa, FL,Walmart,2021-05-30
59,"Order: **. I ordered this on 5/11, it was to arrive on 5/28. I went online today to check if it was still on time and am told to go to Pilot Air Freight and check order **. Pilot Air Freight tells me that is not even a proper tracking number...yet here it is in my email as the tracking number. They look further and find that there is nothing in their system for my address. I then call Walmart (1-800-925-6278), this is where the real fun begins.",1,"Mandan, ND",Mandan, ND,Walmart,2021-05-28
60,"This is their explanation of a play by play status of shipment. 4 times they said it would be delivered end of day May 7, 8, 9, 10 and now they say it's delivered and it's not. I check my landing outside my door 3x a day for packages ready with the sanitizer spray to get all 6 sides before taking into house. Anyway I'll just go to Target next time and save the hassle.",1,"Springfield, MA",Springfield, MA,Walmart,2021-05-11
61,Wanted buy a tablet and my check came back code 3 and I had more than enough money on my account and my wife was so upset with me. This was going to be her first Mother's Day present as a mother and it was ruined.,1,"High Point, NC",High Point, NC,Walmart,2021-05-11
62,"After 2 missed delivery dates my 5 pc, $960 outdoor patio set finally arrived on a non-scheduled day DAMAGED! I didn’t even sign for it and they just left it. No signature that is supposedly required, hence why I took off two days to be there for the delivery. The box noticeably had been opened and returned before. The metal frame is twisted and when put together the back end is two inches from touching the ground and the wicker is unraveling around the front of the frame. Very noticeable. When I try to call Walmart to get this resolved they just keep giving me the run around and tell me that someone from corporate will get ahold of me. Four days later no one has yet to contact me back. I have emailed, called, and done their live chat, which is a joke, and still no resolution. ",1,"Fort Collins, CO",Fort Collins, CO,Walmart,2021-05-08
63,"I arrived to pick up an online order. I had a couple of questions about missing items, etc. The person delivering my order could not answer my questions and was using a phone that crackled and did not work properly. This person put me through to the manager. The phone rang many times... No one answered. I called corporate office. No one answered. I left a message. No one called back. Three weeks later no one has called back. I was treated rudely. Customer service is nonexistent even at the corporate level. I still don't have answers to my questions. I am never shopping at Walmart again.",1,"Bradford, ON",Bradford, ON,Walmart,2021-05-05
64,"What can I say about Walmart that hasn't already been stated. It's level of service has dipped so lowly over the years that it's imperative for me to go elsewhere. And while that may not change their goal to improve service, it has become apparent they do not care about their customers much any longer. With having Managers who don't any couth or standard about themselves, along with a lackluster approach to consumer input and experiences shows in their leadership and lack thereof.",1,"Conyers, GA",Conyers, GA,Walmart,2021-05-04
65,"I ordered an item from Walmart.com. I tracked the package that was supposedly delivered to my residence by Fed Ex. I did not receive the package as stated in the tracking statement. I contacted customer service online questioning the delivery and email their response to me, no response. Contacted them again this time to respond by telephone, I was told that the item would be replaced. It wasn’t. I contacted them again, I received an email stating that the package was delivered and signed for and since Fed Ex delivered it to the wrong address my complaint would be with them but there would be no refund or replacement. After spending thousands of $ over the years with them, I think it’s time to try Amazon.",1,"Warsaw, MO",Warsaw, MO,Walmart,2021-05-03
66,The worst customer service. Have been trying to do a pay in store order for almost a month. After multiple attempts the managers at the store contacted their help center and were told that the systems were not working together correctly. I was given the choice to either keep trying or to pay for the items online and bring them back into the store so they could do a resale of the items in order to change how the items were paid for. After doing this I am being told that they can not do that due to the part numbers not being in the computer to do this and that I would need to contact customer service. I have been given a phone number by email from the online customer service saying that is to a special store team and they would be able to help me.,1,"Columbia Cross Roads, PA",Columbia Cross Roads, PA,Walmart,2021-04-30
67,My wife ordered a lat pulldown machine for my birthday. They completely sent the wrong parts. I have tried to get help 4 times to no avail. Yesterday I called the Broomfield Store and no one answered. Is this a crooked organization that sends me a bad order and keeps my money or is it one that is totally incompetent?,1,"Westminster, CO",Westminster, CO,Walmart,2021-04-27
68,"The Lawrence auto center technicians claimed they couldn't get the wheel off (isn't that their JOB? Smells like maybe an extra $20 or so under the table would get them right off?). Then they claimed the tires I bought were the ""wrong size"" (to be candid, the tires on the car, 195/65R16, are not the recommended size; but perhaps for another $20+ under the table they could install the ""wrong size"" tires?). In fact, the tires I ordered are exactly the right size.",1,"Indianapolis, IN",Indianapolis, IN,Walmart,2021-04-25
69,Order a pool from Walmart because I thought is was a good deal. It took two weeks to get a tracking number for the product. Then I conversed with the shipping company for next three weeks. I got a updated delivery dates that I had to stay at home to wait for the product but never received anything. The last delivery date I called Walmart and they said the product had been returned to them damaged so the shipping company was lying about the delivery and wasting my time and money. I asked for a replacement from Walmart and was told they could not provide one but suggested one that was over twice the price. What a scam. Customer service was not willing to do anything or be helpful in any way and getting an attitude.,1,"Spartanburg, SC",Spartanburg, SC,Walmart,2021-04-22
70,"Multinational billion dollar company doesn’t understand inventory control! Or is it they think they’re too big to fail so they really don’t care about customer service? Their customer service reps certainly don’t care about service! 3rd time I purchased a large item while listed as in stock only for the order to be canceled due to not in stock. I contacted so called customer service 3 times within the 15 day preparing your order time frame only to be guaranteed that the order will ship for it to be ultimately canceled. I have screenshots of our conversations. So no, they didn’t check with the warehouse like they said they did. They just flat out lied. I’m already boycotting Amazon for similar customer service issues, time to add Walmart to the list. I hope others finally see the light and put this monstrosity out of business!",1,"Elizabeth, CO",Elizabeth, CO,Walmart,2021-04-21
71,"Don't order anything from these crooks. I had to return a defective item. They gave me a runaround for a month. A freaking MONTH after I returned the item. One excuse after another. Waited 5 days. Wait another 5 days. Then waited 7 days. Then they didn't even update their status on the website to ""item received"". It STILL says, ""pending return"" even though clicking on the link shows that item was returned last month and their agents acknowledged this. Still Nothing. Each agent kept telling me to wait another week, wait another week, then wait another week. But nobody took any action.",1,"Houston, TX",Houston, TX,Walmart,2021-04-15
