,Review,Stars,Dt,City/St,City,State
405,"Basically I thought I had left my wallet at Target and tried to call them versus investing 45 minutes driving there and back. Their automated phone system is terrible... no matter what selection you make it transfers you then hangs up on you. I tried every possible prompt. I then was able to get through by selecting pharmacy and renew prescription, but I was informed by the CVS employee that they rent that space and they couldn't transfer me or help me. I explained my situation. She put me on hold for 10 minutes and then hung up on me. I called back. She reminded me that she worked for CVS, and I asked her nicely to give my contact information to the store manager. She wrote it down. I waited 1 hour and no one ever called. At this point I am so overwhelmed and frustrated and running out of time. This was not ok. They don't have a working phone system. I called corporate. WOW... no better.",1," Feb. 3, 2017","Slidell, LA",Slidell, LA
406,"Based on an advertisement by Target Stores on a Television, it sounded like a good deal. I researched the brand and found that WalMart had the same Television for $25 less. My wife had a preference for Target based on using the Target ""Red Card"" for a discount. We showed the Target employee the WalMart price and asked if they price matched, and his response was yes they did. My wife asked if she also got the discount from the ""Red Card"", and his response was yes. In checking stock the TV was sold out. We asked if they would check if another store had stock. The associate called the store and put the TV on hold. We also heard the associate explain the price match to the person he was talking to (denied by the other store later).",1," Feb. 1, 2017","Parker, CO",Parker, CO
407,"When you list a price for an item and sell the item online, you should honor the price you sold the item for, and not just cancel the item when you realize you screwed up. Others cannot just delete their mistakes. Definitely an eye opening experience realizing how little Target thinks of their customers.",1," Jan. 31, 2017","Hendersonville, TN",Hendersonville, TN
408,"We purchased a cell phone at Target and paid almost $700 dollars for it. Imagine our surprise when we received our cell phone bill and it showed we still owed $700 on it. When we contacted Target they said it wasn't their problem. It was the cell phone company problem. What we didn't know is that the employees who staff and sell cell phones AREN'T TARGET EMPLOYEES. We discovered this after 3 weeks of arguing with Target and talking to HQ who refused to help. At least here locally, the company name is Marketing Resource. I've never heard of them. ",1," Jan. 29, 2017","Davis, CA",Davis, CA
409,I ordered a pair of winter boots for a Christmas present on 11/27 and the delivery date was before Christmas. I received a delay notification right before Christmas telling me I would not have the item in time. It was too late to find something else so I wrapped a photo and told her it would be delivered right after Christmas. I still do not have the item but continue to see charges held on my bank statement. I just received another notice telling me the item will be delivered by 2/27/17. I don't trust this either because this is at least the fifth date I have received and now it is impossible to find a different pair of boots because of the time of year. ,1," Jan. 25, 2017","Kettering, OH",Kettering, OH
410,"Ordered 2 swimsuits online. Went to the store to return both just 2 days after receiving. I was told that one suit couldn't be returned -- for some reason the computer wouldn't allow the return. Rep called a 1-800 number and they couldn't help, but said I would get an email in a few days to try to figure it out. Had to go home with one swimsuit for no reason explained. Called customer service next day, obviously outside US. Explained the story, was put on hold for 20 minutes while rep looked into it, then phone disconnected. I will never order or buy from Target again. This is the worst customer experience I have ever had.",1," Jan. 19, 2017","Stow, MA",Stow, MA
411,"I am very unhappy with Target's lack of responsibility to contact me that an order I placed SEVERAL months ago was cancelled. I changed bank institutions since I ordered 4 months ago so now I just lost my money too. I will NEVER order from Target again and I will tell everyone else not to as well. I am very displeased with the entire ""only"" experience I have had with them. I would think that as big as the company is, they would value their customers more than that.",1," Jan. 18, 2017","Tomah, WI",Tomah, WI
412,"I ordered a timelord slipcase online for a Xmas present and when I clicked the order button it said pre-order which I thought meant a copy would be reserved for me when they became available. Not the case. About a week before Xmas I get an email saying they are back ordered and I won't get it till Jan 10. I click to accept and Jan 10 comes around I hear nothing, Jan 11 I get an email stating it was still back ordered and we would receive it by Feb 14. Pretty ridiculous for something that I PRE-ORDERED in early December. Will never shop at Target again.",1," Jan. 11, 2017","Clinton, IA",Clinton, IA
413,"Horrible service. Several instances but the most recent was this example: I ordered an item through their online ordering system for in-store pickup. When I got there (after the customer service rep made me switch from one line to another AT THE SAME CUSTOMER SERVICE DESK) they seemed confused that there was such a thing as ordering for in-store pickup. She told me that it needed to be paid for but I explained that I had paid for it online. After insisting that was impossible and that I would need to pay for it I asked for the manager. She avoided that request completely and checked into it with another representative. When she came back she (very rudely) insisted that the credit card was not charged until I had checked ""accept"" on the transaction. As if the difference is enough to argue with a customer over? ",1," Jan. 6, 2017","Beverly Hills, CA",Beverly Hills, CA
414,They charged my check card for more than I suppose to by charged. Even the delivery they promised that I received a refund for it because they canceled my order twice before they processed instead I was stolen.,1," Jan. 6, 2017","Tamarac, FL",Tamarac, FL
415,"I did use Target on occasion (notice as of now it's past tense) and generally when I do the amount is generally several hundred dollars. Today the amount was equal to that and some. The amount of purchase was 1/20 of the amount in my checking account. Yet Target arbitrarily decided not to honor my check which left me thoroughly embarrassed with many people in line. I will never return. There is always JCPenney or Bed, Bath and Beyond. Target needs to learn that a dissatisfied customer tells 7-10 other people where as a satisfied customer tells but one maybe two others. I'll never go back.",1," Jan. 4, 2017","Newalla, OK",Newalla, OK
416,I bought a NutriBullet at Target and a protection plan with it and now they refunding my protection plan and nobody is able to tell me why. I swear they have the worst customer services. ** Target. Don't buy here.,1," Dec. 31, 2016","Bronx, NY",Bronx, NY
417,"I bought 6 gift cards before Christmas on 18th December, and on 22nd December I scratched two gift cards and saw there was only $10 and $1 where that should be $500 each. I called them right away and after 15 minutes of investigation they told me those cards are used in California but I'm in Virginia. Someone used it in store. Where card is in my hand how come someone else use that card. And I filed a lost/stolen case and after that that representative told me I will get my refund after 72 hours. Called after 72 hours and they told me to wait till 7 business days. And finally called after 7 business days. They are telling me that they can't refund me. Then I asked them ""I bought it from your store and when I saw there is no balance I called you right away. What I suppose to do."" Then they are telling me to file a police complaint. ",1," Dec. 30, 2016","West Springfield, VA",West Springfield, VA
418,My issue all started when I called about target.com and having no longer use of the email I had on my online account. I had current subscriptions still coming thru and wanted to be able to change the email but I was informed I couldn't. I got snippy I will admit only due to the operator stating her opinion on something that had been very upsetting to me. Her lack of empathy really frustrated me. She told me I could cancel everything on the account. It just sounded so overwhelming and a lot of work just due to an email change. So I did hang up instead of saying something I would regret. I then had my husband call just to talk to someone else due to my frustration but eventually I did talk to a nice gentlemen who informed he could just cancel the account on his side. I then was a little upset due spending last 30 minutes canceling all of my orders and subscriptions.,1," Dec. 30, 2016","Bourbon, MO",Bourbon, MO
419,"I've shopped at Target for over a decade and have spent mega $ there over the years. It is a shame that I won't be going back. I tried to order 16 items on Target.com, all bikini tops and bottoms (they are sold separately). Since I need them asap, I tried to click express shipping. The website charges $15 PER ITEM, that is for every single top and every single bottom of each tiny little bikini - totaling a ridiculous $240 for express shipping - almost as much as the order itself.",1," Dec. 30, 2016","Mt. Laurel, NJ",Mt. Laurel, NJ
420,"Went to Target at eight mile and Haggerty, Livonia MI this evening. Stood in line waiting to check out for 37 minutes. Asked for a manager because no matter what line I stepped into had a problem. Finally get to a register and I am not able to make the purchase there because I have a bottle of wine. This is the line the manager has put me in. The same manager that put me in that line now tells me I have to go to another line, 52 minutes after I stepped into the check out lines. I left my full shopping cart and left the store. They lost the sale.",1," Dec. 29, 2016","Novi, MI",Novi, MI
421,"I ordered an item online and received a confirmation. I drove 21 miles to the store in Houma, LA. I gave the printed info to the customer service desk. Minutes later, the representative said, my item couldn't be found. I wasted my time and Target has lost my business.",1," Dec. 29, 2016","Des Allemands, LA",Des Allemands, LA
422,I'm so disappointed with Target. They advertise this item then give you a great price and turn around and cancel your order. False advertising. Then when you call to inquire you get no help. I guess I'll be taking my business to another store.,1," Dec. 28, 2016","Orlando, FL",Orlando, FL
423,I have spent my entire morning on the phone and online with Target.com. I wanted to purchase cameras that were on sale at Walmart but out of stock. I first asked at the store and they said they were out of stock and I needed to contact Target online. I did so this morning. It began with speaking with Lori a little before noon. I told her within the first two minutes that they were out of stock at Walmart and that I needed 6 for work. She had me on and off hold for almost an hour. First they said they had to be sure it was exactly the same. They finally had to admit it was. Next they said I had to go to the store. I told them it was out of stock and was placed on hold again for a lengthy period of time to check my information. Of course it was. So I said I am happy to order them online. Again placed on a lengthy hold.,1," Dec. 27, 2016","Harrisburg, PA",Harrisburg, PA
424,"I placed an order last week on their website. To start off, it's ridiculous that they have no hubs but send each item you order individually from random places and charge you as each items ships, so you end up with several charges instead of one. I had a package (totaling $11.98) stolen and instead of contacting UPS like I requested, the first Target rep said I'd get a full refund for the two items in that box, and quoted the above dollar amount. However, I was refunded only $8.07. After talking to a different rep and a ""manager"", neither of whom could explain why I was not being refunded the full amount and just kept telling me I didn't pay what I know I paid and didn't grasp that it wasn't supposed to be a refund but a way of them avoiding doing the work of contacting UPS, and who cares if it screwed their customer, I hung up on them and figured out how the money was divided between the orders when I logged onto PayPal.",1," Dec. 25, 2016","Portland, OR",Portland, OR
425,"Ordered google home 12/15. I received shipping email. On 12/21 nothing received. After two calls, a reordered google home and a discussion and email with a supervisor on 12/22 neither google home was received. The second order was supposed to be overnighted but ""Andy"" apparently lied about that to get me off the phone. Then after 2 days and 2 reps I held for 15 min for a supervisor who also wanted me off the phone saying she would figure it out and email me. Latonda sent me an email saying item wasn't stocked for pickup at local store and sorry it would be delivered 12/27. ",1," Dec. 23, 2016","Prospect, KY",Prospect, KY
426,"Visited a Target today. I was going to purchase a $50.00 gift card from them for Target. They actually wanted to charge me $5.00 extra just for buying the gift card meant for their store. I was stunned. I told them ""no"" and did not buy it. Unbelievable!",1," Dec. 21, 2016","Sacramento, CA",Sacramento, CA
427,"Do not use Target.com for online services and store pick up!!! I bought two items online, and I was supposed to pick up the items in two different stores. I picked up one item, I was not able to pick up the second item because I was in bed with a fever! Target cancelled my order, but my bank account still showed the charge for both items. I called the target store the next day, when the order was cancelled and they said there was nothing they could do, to Call Customer service.",1," Dec. 21, 2016","Anaheim, CA",Anaheim, CA
428,"I have always loved having a Target so close to my home and shop there regularly. In hopes of getting one of the ""hot"" toys, an NES Classic Edition, this Christmas, I arrived at the store at 3:20am to wait in line until the trucks were unloaded by 6:00am. At 6:00 the six of us, who were waiting, were told there were no NES or Hatchimals and we could go home. The other 5 people, who were waiting, were all reselling both of those toys at greatly increased mark-ups. They were comparing Apps on their phones for locating the toys and would camp out every night.",1," Dec. 20, 2016","La Verne, CA",La Verne, CA
429,"Target's Black Friday Ad had Beats Solo2 Wireless on the front for $119. However, they said they will never get them in per their management. We then realized that it was a ploy to draw people to their stores for Black Friday. We have rain checks that were given by their Customer Service Department because they never came in for the sale at all. They refuse to make good on their rain check system. This is bigger than just the merchandise it's checking to see how often Target is falsely advertising items to lure people into their stores.",1," Dec. 20, 2016","Knoxville, TN",Knoxville, TN
430,"I ordered a TV console from Target online. I received the console is pieces with not a one piece of hardware to put it together with. I contacted Target first with the online chat. I was brushed and then disconnected. I then called 3 different occasions and was disconnect after several minutes on the phone to speak to a supervisor I would then get disconnected. Finally spoke to a supervisor. Was told a replacement would be at my house on Dec.13, guess what it hasn't come. So now Target has my $250 dollars and I have a pile of wood. I will never shop Target again.",1," Dec. 15, 2018","Conway, SC",Conway, SC
431,"Target is a store that has its customer in the forefront of the business. They understand the concept of getting the customer what they want without the old standby lie other stores use. ""If it's not on the shelf we don't have it"". We've all been party to that conversation. At Target if something is not on the shelf then an associate is eager to check reserve stock or other local stores to assist a customer in fulfilling their request. Whenever I ask an associate for information at Target they are willing to take me directly to the location where the item should be. The customer service is exceptional. The store is always neat and orderly. The restrooms are well maintained and clean. Very important issue with me.",1," Dec. 15, 2018","Philadelphia, PA",Philadelphia, PA
432,"I recently tried to purchase a bath product at the Columbia Heights Target. One associate told me Target doesn't sell it, another told me it was discontinue even though the web site indicated it was available for immediate pick up. a few days later I order the item on the web and went to pick it up a few hours later. I waited 12 minutes on line to pick up my web order. A sales associate call me and rudely barked, ""give me your ID"". I quietly said ""what happened to please"". She made a racist comment and walked away. A few minutes someone came over to help me. While watching the associates interact with other customers it was clear they weren't treated very politely either. I will not be doing business with Target again.",1," Dec. 14, 2018","Washington, DC",Washington, DC
433,"Now that just about all Targets are Super Targets, the pricing is higher and quality is lower. Customer service is like talking to a wall. No hello's or God forbid a smile. Maybe if they hired adults as managers would help. I use them as a matter of convenience only when I need to. They are still better than Walmart!",1," Dec. 14, 2018","Alpharetta, GA",Alpharetta, GA
434,"I ordered a Christmas gift on 11/22 for two day shipping. I have tracked the package, date has been pushed out twice for delivery. Now I was notified the order is canceled... I ordered this 3 WEEKS AGO and they tell me now the order is canceled. Needless to say I won't waste my time shopping with them anymore. No excuse.",1," Dec. 13, 2018","Stone Mountain, GA",Stone Mountain, GA
435,Please try to avoid Target. This store is no longer what it was used to be. Target.com ships wrong items and their customer service will not help you out. I have lost hours trying to explain them over the phone and by email that I got other items and they just told me to go to a store since they cannot help. I also found transactions in my credit card statement that I NEVER did. When I called they said they do not know what they are and that I can start a dispute. When I called the dispute department they told me only my husband can call them since he is the primary cardholder. They are not a real bank and their response is totally shady. I will cancel my credit card and NEVER buy from Target again. It has been a nightmare!,1," Dec. 13, 2018","San Diego, CA",San Diego, CA
436,I placed an order on Nov 26th that was supposed to be free 2 day shipping and received an email saying the item shipped on Nov 27th. I kept checking the tracking but it turns out it never got to UPS to be shipped. Since then I have spoken to about 11 customer service reps. One rep actually emailed me a label to ship the item back for a refund. How could I possible ship an item back that was never sent in the first place? Another rep issued me a replacement on Dec 4th which still hadn't shipped on Dec 9th. At that point and 3 times since I have asked for the replacement to be canceled and a refund issued. They have each promised me a refund but I still to this day have not received it and I honestly don't think I will ever get it. Hours wasted on the phone and chat. Ordering from them was the worst mistake I made this holiday season. I ordered it from Amazon and received it in 2 days! Absolutely horrible customer service.,1," Dec. 13, 2018","East Meadow, NY",East Meadow, NY
437,"I asked a salesperson where something is and they didn’t have a clue so I went to another department and asked another salesperson the same question and they also didn’t have a clue, so I walked around the store to see if I could find it. And it was right in the department of the first salesperson I asked. They love when people have to search in their own by walking and walking to find it myself.",1," Dec. 13, 2018","Pittsburgh, Pa.",Pittsburgh, Pa.
438,"This literally broke the camel's back. I will never go back to Target again nor will my family and friends after they saw what happened, I had ordered two bench chairs from Target and they had some crazy sale where they were really discounted for just that day. Couldn’t be happier with my purchase. I checked on the correct store that still had some and checked out. The next day after I got off work I went to the Target I chose to get told they don’t have my pick up order, confused I asked them “ok it says you do so how do we go about this”? He told me “I have no idea. You need to figure that out”. That already pissed me off so I look at my order and it said it was at another store so I go there, same exact thing. ",1," Dec. 12, 2018","Allen, TX",Allen, TX
439,Items are easy to find and the store is arranged very well. There is always an associate to help if you cannot find something. There is such variety to pick from and prices are reasonable. Love shopping here.,1," Dec. 12, 2018","Antioch, CA",Antioch, CA
440,"I never did return to Target after this incident that happened roughly five years ago. I was pulling a box off the shelf when an overhead box came down struck me on the side of the face, smashing my glasses. Ultimately bruising my face too and it jarred my neck as well. The box contained one of those large wardrobes that you assemble and hang clothes on to dry. Had a lot of stainless steel in it. This happened at Target M59 and Schoenherr in Shelby Township Michigan. I was jarred and I could barely see without my glasses, but I did report it to the office. They came back to the area I was injured at. They took my incident report. They took pictures of me and my glasses. While I was hurt, I was able to drive. Because I was jarred I went to a chiropractor. I had to resort to wearing an old pair of glasses which had an incorrect script, outdated.",1," Dec. 11, 2018","Utica, MI",Utica, MI
441,"I and my family love going to Target. It's always clean and an inviting store. Love the organization and planned aisles; so much fun to be there. There is always a new theme; the patio, furniture and decoration area is beautifully displayed and easy access to the products such as vases, rugs, floral arrangements. I am always able to buy my kitchen items easy because of the layout of the entire row and many new items weekly being displayed. I've bought over 4 indoor grillers and now the latest power smokeless grill. The store has a bright and airy ambience to it. I go almost 2x weekly or more.",1," Dec. 11, 2018","Killeen, Texas",Killeen, Texas
442,"Cyber Monday purchased an Xbox 1 bundle, an extra controller and another game. Great deal for all of it. The game and controller were to be shipped and the console to be picked up in 2 hours in store. The shipped items were no problem. After calling the store for 2 day about the in-store pickup (understanding with Cyber Monday it can take longer) my wife went in to see about it and customer service said the order was canceled and now out of stock and was told to call customer service 800.440.0680. Well they offered me a gift card for $200 that I would receive in 15 days and can buy the item then at full price (an extra hundred $). ",1," Dec. 10, 2018","Wilmington, DE",Wilmington, DE
443,Had a Christmas tree shipped to store as part of a multi-item order. The order delivery date was scheduled later than my other items (no big deal). Then the delivery date was changed the day the item was supposed to come in. I called customer service the on the new in store delivery date and was told it would be delayed again. I asked for information about whether the manufacturer had filled the order or if it was shipped or at a distribution center and would get diverted to the order status (order placed and option to ship to store). Neither of which answered the question. ,1," Dec. 10, 2018","Huntsville, AL",Huntsville, AL
444,I like the layout of the store. Prices are a bit high but the quality and selection of merchandise is excellent. The store is clean and well kept. I always have a great experience at Target. Checkouts move fairly quickly and the employees are always polite and helpful.,1," Dec. 10, 2018","West Mifflin, Pennsylvania",West Mifflin, Pennsylvania
445,After having a gift card balance drained and transferred to another gift card. We have received zero assistance from Target. Even though after reading about their million dollar issue with gift card theft they don’t even want to try to gather information from us to help them understand what happened and who might be responsible. Even though we have spent nearly two hundred dollars a month at Target stores we no longer feel able to shop there after dealing with their customer care channels incompetence. Good luck Target - we have no issues paying the same price at other places. Bye.,1," Dec. 9, 2018","Round Rock, TX",Round Rock, TX
446,"I ordered a product from Target and then the email said it was delivered to my house, but I received a completely different item. Then when I called customer service they said this product was out of stock and that I had to drive to Target and return the incorrect product. So I was supposed to waste my time returning the incorrect product AND I didn’t get the original item that I ordered! This is beyond RIDICULOUS. So I ordered it from Walmart and am very happy with the product. I’m very disappointed in Target and their customer service.",1," Dec. 8, 2018","Granger, IN",Granger, IN
447,"On November 28th, I placed an order for Huggies Diapers and wipes. A few days later, I received an email saying BOTH of my items were delivered. However, I only received wipes, and no diapers. On December 3rd, I contacted a Target agent and he said he would fix the problem by reshipping the diapers through EXPRESS shipping. Which is supposed to take 1 business day to receive after the item ships. ",1," Dec. 7, 2018","Shelbyville, TX",Shelbyville, TX
448,"I placed an online order and within a few minutes I’m told that it is ready. I go to review the email I had received, and it shows only one item got charged from my card... Yet I had received an email prior that shows I had been charged for both items. I attempt to call the Target store, and I get a lady who is very abrupt and rude, tells me she will “transfer me to guest services” then proceeds to just leave me hanging on the line. I call the store back, get the same lady who I can now hear her talking about how “I keep calling” when I had only called twice just TRYING to reach someone in regards to my order issue. This isn’t the first time Target has disappointed me... I’m done. Target really needs to reevaluate who they hire.",1," Dec. 7, 2018","Garland, TX",Garland, TX
449,"First of all, don't ever order something from them online, I waited 3 plus weeks for FRYING PANS to be delivered from California. I live in Massachusetts. My bill is due on the 22nd of every month, while shopping in the store on the 26th of the month, I paid my bill of $25. To my surprise my next bill had a $31 dollar late fee. When I called they said I underpaid by $6.00. Awful Customer Service, I asked for a Supervisor, never got a callback, and now just got a letter stating they are debt collecting, really. Awful company that compromised all of our information by being hacked and now telling me this above STUPIDITY. I will pay off my bill and cancel my card. I WILL NEVER SHOP AT TARGET AGAIN. WALMART HERE I COME.",1," Dec. 4, 2018","Middleton, MA",Middleton, MA
450,"I placed an order with Target.com on November 27th and was told my order would be delivered on November 29th because I had qualified for free 2-day delivery. I waited and waited and waited... I called the company on December 3rd to check on the status of my order and was told they didn't know what had happen but someone would contact me in 24 hours. I was given a case number. 24 hours later, no call. I tried contacting the site again (via chat) and the agent simply disconnected me when I asked why no one had contacted me and asked that my order be delivered Today. I called the customer support number and asked to speak to a manager. I was placed on hold for over 20 minutes and finally was disconnected from the call. ",1," Dec. 4, 2018","El Cajon, CA",El Cajon, CA
451,"I tried to order Christmas gifts online. Had my promo code, all of my stuff in order, clicked send, done. But, it wasn't until several days later that I got a notification that a big chunk of my order had been canceled because ""they couldn't process my address"", but the rest of the order was able to send (and is here right now). I have had to spend the past two days trying get all of the things I wanted to get, but some of these items have gone out of stock since I first tried to order them.",1," Dec. 4, 2018","Maryland Heights, MO",Maryland Heights, MO
452,Placed an order online. Was told via email order was ready. Then received email saying order was out of stock. Then tried to have picked up at different store or shipped. Target website will not allow me to do so. I have now been on hold for over a half hour and counting. Never will order anything or step foot in a Target again.,1," Dec. 3, 2018","Weehawken, NJ",Weehawken, NJ
453,"I am sick and tired of Target's incompetence and complete lack of customer service and support. The most recent order has been a disaster. Order was placed on 11/24. Target states it was shipped in 2 separate shipments via UPS. UPS has yet to receive either shipment. Customer service? They want me to continue to wait. Order was supposed to be delivered by 11/29, and this worthless company wants me to sit back and wait for things they have managed to not send.",1," Dec. 1, 2018","Knoxville, TN",Knoxville, TN
454,I purchased an item for customer pickup on Black Friday. I stopped by the store 4 days later to pick up the item. They canceled the order because it took me longer than 3 day to go to the store. Black Friday deal is gone.,1," Nov. 30, 2018","Bridgewater, CT",Bridgewater, CT
455,"I was in the market for a new smart tv and found one at Target on Cyber Monday. I put my order in and received a confirmation that they received my order. I waited and waited to get a message that my tv was ready to be picked up. No email ever came, so on Tuesday morning I called the store and found out that they did have my tv and that the order hadn't been completely processed, so I headed to the store which is 45 minutes from my home and like others, got an email on my drive that the tv was no longer available! I was given a link for shipping/pickup options. ",1," Nov. 30, 2018","Loveland, OH",Loveland, OH
456,"I ordered several items on Target.com on Black Friday only to find out the next day that my order was cancelled because of an error on Target's part. I then ordered again on Cyber Monday, same cancellation. I then ordered again with the 20% off coupon I earned for shopping on Black Friday, my order was cancelled again. I then chatted with an agent who guaranteed my order would be filled with the 20% off, the next day that order was cancelled as well. Four orders were cancelled.",1," Nov. 30, 2018","Newburgh, NY",Newburgh, NY
457,Ordered 2 Firesticks on Cyber Monday. Still waiting. What good is offering 2 day delivery if you don't deliver. Very disappointing! Never have been a big fan of Target's policies. Hope they get their act together.,1," Nov. 30, 2018","East Providence, RI",East Providence, RI
458,"Do not EVER buy ANYTHING from Target online! They sent someone else's order (with their packing slip and a product, worth $120 less than my order, that I can't even use) in my box with NONE of my items in it. I lost ALL my Black Friday deals because they are now out of stock and can't reship them. I've talked to 5 people now (including a supervisor) and am STILL trying to get my refund so I can find those items somewhere else (and now I will also miss out on all the other Cyber Week deals). Their customer service is the WORST. Sad because I used to love Target. Sticking with Amazon or Walmart for now on!",1," Nov. 29, 2018","Tulsa, OK",Tulsa, OK
459,"Shipt.com had a promotion with Target.com. For every 50.0 in food ordered through Shipt the customer received a 10.00 gift card good only on Target.com. I attempted to redeem the two gift cards I had received for 2 American Heritage end tables. The card was not reflected on my invoice for the items. I called customer service, waited 20 minutes and was told that the card would be applied when the items were shipped. Both items have shipped and the gift cards were not applied. I called customer service again, waited 16 minutes and was told that the system had crashed and to call back again. The customer service representatives could not understand why I was calling. Their English was so poor that I could not understand them. Target should be embarrassed by their poor service. After all, this is the time of year that they make all their money. I will not be a Target customer in the future.",1," Nov. 28, 2018","St Paul, MN",St Paul, MN
460,"Bought the Element tv from Target in rock hill SC. Kept in the box for almost 5 months (little did I know warranty was only a year). Well after hooking everything up about 8 month later the screen goes black... Target NO HELP at all pretty much says....you're screwed. So I called Element customer's services and got the same response. I wouldn't have another Element tv if it was free. Yes it was good price on black Friday 250.00 for 50"" who wouldn't... My advice is spend the extras 75/100 to get a good name brand and don't be bothered with the calls and let downs from customers service and the company that MAKES the tv's. This is why USA is going down hill... Got a Samsung been on non stop for about 2 years... with no problems at all. Element tv's and their customer service sucks!",1," Nov. 17, 2016","Rock Hill, SC",Rock Hill, SC
461,"I purchased a 40in TV 11/16/2015 the person at the checkout suggested getting the extended coverage. Less than a year later I went to turn on the tv and it doesn't work. It has lines going in all directions. After following the process of going through Magnavox and then going through the people at the TARGET protection plan they feel that something hit the screen and therefore they won't cover it. There is not on mark on the front of this TV, so just by some picture I sent them with the TV on they determined that something was damaged behind the screen. I feel like the cashiers need to tell people more of what is covered and not covered. It seems they are all directed to upsell this product and hope no one needs to file a claim. It seems like such a good idea at the time until you really need it. I will not ever purchase another thing from TARGET unless this get resolved.",1," Nov. 14, 2016","Countryside, IL",Countryside, IL
462,While shopping at Target I asked an employee to point me in the direction of seasonal. I was very rudely told by a front end supervisor that it's not her job to do that. Her name was Jessica and she is the reason I'll never shop at Target again. This is not the first time she's been extremely rude while I've been shopping at this store. I left without purchasing anything.,1," Nov. 14, 2016","Aurora, MN",Aurora, MN
463,"I walked into the Target in my area to buy an auxiliary cord 11/11/2016. I notice a nice pair of shoes on my way to Electronics, try them on and bring them with me to buy the Aux. cord. I walk around trying to find a cord and after a couple of minutes of confusion find an associate to help me locate one. The nice associate helps me find a cord and I proceed to pay and leave. As I'm leaving two men walk up to me and ask to see my receipt. I show it to them then ask why I was stopped. They don't answer and have their lead come to speak to me. The lead also doesn't have an answer for me but also asks me to see my receipt which clearly states I bought some shoes and an Aux. cord.",1," Nov. 12, 2016","San Pablo, CA",San Pablo, CA
464,I checked online for stock and it said it was there. I also called to confirm however the phone lines were apparently down although when I called the optic extension they picked up. They denied to transfer the call. I drove all the way out to the Target where it said they had the item and when I arrived there it was not there. I think that is unacceptable. If you cannot manage correct inventory info online do not offer that function. If that is incorrect always have a form of communication between you and the store. A complete waste of time.,1," Nov. 12, 2016","Orlando, FL",Orlando, FL
465,"I purchased a bike at Target and paid it off. I was happy because Target raised my credit limit to $500. I personally went to the Culver City Target and paid my entire balance of $75.00 only to receive a few days later a letter that stated that I was late on my payments and owed $75.00 and a $25.00 late fee. I called and reached someone in some foreign country that I could not understand, therefore I cut up my card and threw it in the trash. They can wait a long time for money that I already paid. Scammers, crooks, liars and thieves, that is what they are. There is nothing I can do about it except to never shop Target again.",1," Nov. 5, 2016","Marina Del Rey, CA",Marina Del Rey, CA
466,"On Oct. 14th 2016 I went into the Target store that I always shop in and made a payment on my redcard with a check. After I had handed the associate the check, inserted my card into the VeriFone and she had checked my ID she attempted to put the payment through on the register. She could not, apparently the register froze. She had absolutely no idea what to do. She had a side conversation about this with her coworker and completely ignored me. I was waiting for my payment receipt so I finally asked if I should wait, or had the payment gone through and would it be posted to my account. She assured me it had and that it would not be a problem. The first lie.",1," Nov. 2, 2016","New York, NY",New York, NY
467,"We paid our Red Card online last month and have a receipt of payment received. This month we were charged a late fee of $25 saying they did not receive our payment. We called and asked to speak to a customer representative. I got one who I could not understand as their English was horrible. I asked where the customer rep. center was, and I was told it was in Central America someplace, where I guess you don't have to speak English very well. We told them about our problem, and was to call back next week as today they were not taking accounting complaints. I have never heard of something so ""Out of Place"" when a customer calls for assistance. Guess they have now lost another very good customer.",1," Oct. 30, 2016","Reston, VA",Reston, VA
468,Cheaply made clothes - Bought two pullover sweaters ($17 each). I hadn't worn them each for a full day before they both started getting fuzz balls and looking old and used. Target won't take back any clothes that are worn. I'd at least think that they'd take numerous times of wearing and washing them before they look old crappy. I'd rather pay more and get a quality product. I will not buy from them again.,1," Oct. 30, 2016","El Verano, CA",El Verano, CA
469,"I have pretty much stopped buying at Target due to all of the issues I have with purchases, exchanges, or returns, but my adult son found a costume he needed for a Halloween party at Target Online so I ordered it for him. I ordered it on Monday, Oct. 24 and paid for express shipping so it would be here by Wednesday, Oct. 26th because he needs it for Saturday, Oct. 29th. On Wednesday, the day I was suppose to receive it, I got an email informing me that my shipment has been delayed and the new estimated delivery date is Monday, Oct. 31st. Obviously, that is past the time needed and defeats the purpose of paying for express shipping.",1," Oct. 27, 2016","Monroe, GA",Monroe, GA
470,This is worst place to buy stuff online. My orders got canceled without any reasons. They keep holding your money and then I lost my money. If you go to store it is even worse... Have to wait up to 10 mins to see cashiers... Not recommended.,1," Oct. 24, 2016","Houston, TX",Houston, TX
471,"I ordered 4 kitchen chairs, was charged for 4 and only 2 came. Days later I contacted them and they didn't have any in stock, and didn't know if they would ever get them in stock. They offered a gift card instead of refunding my money back. Unbelievable that I am the one that had to inquire, they never contacted me to let me know they didn't have them. And they charged me for them, leading me to believe they were on the way, never indicating they were low on stock. With Target you may or may not receive your order and what's worse is sometimes it's a partial order AND you will not be refunded the way you paid, so you are forced to spend your money there. Horrible customer relations. They simply DO NOT care.",1," Oct. 24, 2016","Clyde, MI",Clyde, MI
472,Target customer service - I called a few times today to figure out the best course of action to a missing package. Both instances the call was answered by people who had a very heavy accent and I couldn't understand a word they said. Kept repeating scripts rather than listening and helping me out.,1," Oct. 21, 2016","Quincy, MA",Quincy, MA
