,Review,Stars,Dt,City/St,City,State,Retailer
220,"I found a table I liked online, was hesitant to purchase ""sight-unseen"", and decided to visit a retail store. None really close by (25 miles away). Decided to purchase at the location, on a leap of faith that the table would be as expected. Delivery was a nightmare...wrong address, wrong phone # by sales associate. After 10 weeks, table delivered. I've been searching for chairs for the dining table. NOTHING available with the same finish. Not even from Williams-Sonoma. ",1," Dec. 29, 2018","Boston, MA",Boston, MA,Williams Sonoma
221,"They shipped my item with the entire back cut out of the box and random cardboard taped to it to cover it. (It wasn't even shipped in a cardboard box.) I complained that I couldn't give this as a gift and the items were exposed, so I sent it back and asked for a new one. Since that time, I have placed numerous calls to their company, checking on my order that was to be shipped at the beginning of December. Nothing was shipped, and I was told 48 hours, 48 hours. ",1," Dec. 21, 2018","Vassalboro, ME",Vassalboro, ME,Williams Sonoma
222,"My wife purchased a Williams-Sonoma cookie press and prepared the cookie dough EXACTLY using the recipe provided by Williams-Sonoma. Then she loaded the dough into the press and began to press. It clicked until it reached the dough and then it could not push the dough through. When I called customer service I was told that if the dough is too hard the press is not strong enough to push the dough through. Well the dough was prepared according to Williams-Sonoma specs, so something is not right here. ",1," Dec. 19, 2018","Ellicott City, MD",Ellicott City, MD,Williams Sonoma
223,"I ordered an Instant Pot online, then was told I was going to get one as a gift, so I called to cancel. After multiple lengthy customer service phone calls, they finally said it was canceled. Two days later I received it at my door! The online return option wasn’t working. So, after multiple lengthy calls, and transfers to the wrong people (Pottery Barn, etc) and no one on the line after being on lengthy hold, I was able to speak with someone who said they initiated the return. After the hours of multiple calls, transfers, and unhelpful people I had spoken with (actually, only one was nice and tried to be helpful), I didn’t trust the person who told me it was cared for. I wanted to make sure that the item was received safely, and to avoid it getting lost in the mail or damage, I decided to bring it to the store myself. When I arrived, with the unboxed item, I explained what had happened to the sales associate, and gave full disclosure as to the mix-up. ",1," Dec. 19, 2018","Somers, NY",Somers, NY,Williams Sonoma
224,"Ordered a $150 bathrobe for wife - the red trimmings on it bled like someone committed hari-kari in it after 1 wash. Unacceptable for an Old Navy Tee let alone a $150 bathrobe. Returns were a nightmare - brought to the WS store in Chelsea and was basically laughed at for buying such a bad quality item - from them! No help returning the item in store and had to go to UPS, pay extra $10 to ship back. Easily the worst shopping and return experience I’ve ever had. All the millions spent on advertising is hollow when it comes to product quality and customer service. F- and avoid at all costs.",1," Dec. 16, 2018","New York, NY",New York, NY,Williams Sonoma
225,I ordered a 6 1/2 pound Prime Rib from Williams-Sonoma online web site. When the order was delivered it was wrong. Instead of Prime Rib I received a standing rib roast with a choice cut. Williams-Sonoma reorder my Prime Rib and once again instead of Prime Rib in the container I now had two standing rib roast choice cut and no Prime Rib. Now I have ask for my money back and the customer service reps disconnected me three times. I sent in a customer feedback and I got an email with a return label to return the meat to closest UPS store and it will be 3 weeks before my money is returned. It's Christmas and I have no Prime Rib for dinner and until I can get my money back I can't buy another Prine Rib from another company. I so disappointed in Williams-Sonoma! They changed their meat supplier but it doesn't help me at Christmas.,1," Dec. 14, 2018","Troy, MI",Troy, MI,Williams Sonoma
226,"Updated on 12/17/2018: After being LIED to, 4 times by various reps and NO manager EVER calling me back, I canceled the Live Xmas Tree Order. Well guess what? This past Sat at 8 p.m, a UPS truck attempted to deliver a banged up box with holes and rips on it. Since I had cancelled the tree 4 days before that, I refused delivery. I can just imagine what a live tree inside looked like. I got email; saying, ""Sorry for the inconvenience, we credited back your account."" I have already told Amex that if the credit isn't on my bill, I will dispute the charge. What stupid vendors does W-S use? Stay local and support your local Garden Center.",1," Dec. 13, 2018","Kings Park, NY",Kings Park, NY,Williams Sonoma
227,"Nice people on the phone, but, wow, no action or follow up at all. Returned a $400 coffee maker in October to store in Minneapolis. Was told my account would be credited within 5-7 business days. A few days later, I received a Merchandise Card for $72. What's that all about? Called Customer Service and was told I had received someone else's credit and my account would be credited in 5-7 business days. Nothing happened.",1," Dec. 12, 2018","Minneapolis, MN",Minneapolis, MN,Williams Sonoma
228,"Opened a credit card based on store rep recommendation. Have been a nightmare dealing with Comenity Bank that service their card. Linked payment to my checking to setup auto pay. But the credit account failed to auto debit, resulting in late fees, interest charges and damage to my credit. Customer service representative were unhelpful and I end up paying the fees and interests to stop the damage to my credit. Now I have to wait another month for my payments to be reflected so I can close this account. Worst service ever, do not have issue with any of my other credit cards.",1," Nov. 27, 2018","New York, NY",New York, NY,Williams Sonoma
229,"I bought two Scanpan skillets, priced around $140.00. One was visibly defective- had a bump in the center of it, other barely passed the quality- had a smaller bump but would still be considered defective by hyped advertising promises of Scanpan manufacturer. Return was painful- had to wait in the line for about 40 minutes- very slow service (Chicago Lincoln Park store).",1," Nov. 11, 2018","Chicago, IL",Chicago, IL,Williams Sonoma
230,"Horrible! Ordered a bar with mirror. In the picture it shows a light grey. When we received it the mirror was not as shown and the bar was a greenish color and way too boxy looking. We ordered through our designer who said that if we did not like the piece customer service said that they would refund full price. Now my designer is saying something different! Will keep posted if we get our refund or we will be going to court as this is a 2,900 piece of furniture that we have no use for!!!",1," Nov. 5, 2018","Mahwah, NJ",Mahwah, NJ,Williams Sonoma
231,My pie dish arrived in 50 pieces -the package it came in was crushed -there was NO packing to cushion this ceramic pie plate at all. Asked for refund and will never attempt ordering from Williams-Sonoma again! I will also warn others about their inferior shipping practices. It was a waste of time and product for both of us. Sooo disappointed. Cancelled Christmas gifts I had chosen for fear of the same disappointment.,1," Nov. 1, 2018","Pompano Beach, FL",Pompano Beach, FL,Williams Sonoma
232,My wife and I ordered the Weston Large Capacity Digital Dehydrator for a shower my wife was attending. We ordered it in September and after multiple times we were lied to about its location. We were told that a supervisor will call about the location of our product. No one ever called. We were told that they will reimburse us but that does us no good in the position we were put in. The supervisors only apologized but did nothing else. I honestly am embarrassed that we even registered at Williams-Sonoma. I will never shop here again. People please use Crate and Barrel as they are more reliable. They are always responsive and we have never had a product lost or misplaced.,1," Oct. 27, 2018","Norristown, PA",Norristown, PA,Williams Sonoma
233,"I ordered two lucite stools in APRIL. Delivery was meant to be in JUNE. In JULY I was told one was defective and they couldn't redeliver until OCTOBER. I only found this out because I called and waited on hold for hours to finally the get the update. They were to be delivered today and only one arrived. The other one is on a truck... somewhere. No one can tell me and so far I've been on hold for a manager for 90 minutes. The level of incompetence I have experienced is literally unprecedented. Be warned - STAY FAR, FAR AWAY! It's just not worth it.",1," Oct. 20, 2018","Larchmont, NY",Larchmont, NY,Williams Sonoma
234,"I returned $350.00+ worth of towels because they were the wrong color on 9/26/2018. On 10/11, I called customer service to get an update on the return and credit. After a one (1) hour long telephone call, I was told by a WS rep that my return was not completely processed and that they would do that now and to expect a credit within 5 to 7 business days. Today, on 10/19, I called customer service back to get an update on the return and credit. After a one hour and 20 minute (1:20) long telephone call, I was told by another WS rep that she didn't see any notation from the first rep and that they had no proof of my return. This rep, she TOO was going to call the warehouse to find my return, have it processed and to expect a credit in 5 to 7 business days. Very shady if you want to know my true feelings. I will be back to report the progress on this second inquiry next week.",1," Oct. 19, 2018","Wickliffe, OH",Wickliffe, OH,Williams Sonoma
235,In two days I purchased merchandise worth $1000 from both the store and online. This morning I wanted to buy Le Creuset Panini grill and press along with some spoons. This promo appeared: Enjoy 15% off + free shipping for orders 49+ enter promo code: MP9S-7MPN-CF4L. When I entered the code it stated that it's an invalid code. Usually if the code doesn’t work it will be displayed above the promo box and it'll state items are not eligible but this was different stating that the code is invalid. Called three times to figure out why was I given an invalid code. ,1," Sept. 19, 2018","Manlius, NY",Manlius, NY,Williams Sonoma
236,"I ordered dining room chairs in April that had an anticipated delivery date in July. It is now mid September and they are only able to deliver 3 of 4 chairs. The 3 chairs have now been sitting in a warehouse waiting on delivery for several months. No one can provide any update as to when the order can actually be fulfilled. The only response is a canned apology, the representation that they have contacted their vendor and will provide an update. Never once has Williams Sonoma contacted me - they have only responded to my repeated requests. When asked if they can reorder, I was advised that newly placed orders have an anticipated October delivery date. It has now been almost 5 months and I still do not have dining room chairs and there is no estimate as to when they will ever be able to fulfill my order.",1," Sept. 14, 2018","Stony Brook, NY",Stony Brook, NY,Williams Sonoma
237,I ordered a Breville toaster oven from WS. Within a few minutes I decided to cancel the order because my husband said he had an extra one at his office. I called within 30 minutes of placing the order and was told they would put in my request. They don't have a way for you to just do that yourself online. When I got no confirmation of cancellation within a few hours I called again and got same story. Next day I still had no cancellation confirmation so I called a third time with request. I was told there was no guarantee of cancellation. When I complained they hung up on me. Today I got shipment confirmation. Great. When I checked online the toaster oven is not returnable either. This is the worst company I have ever dealt with. Don't buy anything from them. There are plenty of other companies that actually care about their reputation.,1," Sept. 14, 2018","Providence, RI",Providence, RI,Williams Sonoma
238,"I purchased a gift card as a gift for a wedding in July. I paid with my credit card and expected this very simple transaction to be completed in time for the wedding. It is now September and the bride and groom still do not have my gift and I am beyond embarrassed and furious!! Williams-Sonoma has had my money for months. So many emails back and forth to customer service that I have lost count and many telephone calls that were a complete waste of my time and energy. How can a company that touts its products like they are better than other stores treat customers the way they do and get away with it? Still going back and forth with them, but it is a ridiculous situation! How difficult is it to send a freaking gift card? OMG... They need so much help in so many different ways. I will never, ever shop there or buy anything online from them again! Still waiting for what I have already paid for!!",1," Sept. 9, 2018","Idaho Springs, CO",Idaho Springs, CO,Williams Sonoma
239,"What a hideous experience. No one at this company gives a damn about their customer. In the Stamford store as well as online. I ordered 2 items as a gift & wanted them shipped together. One was backordered. They couldn't coordinate shipping it together. Then they couldn't cancel it. The customer service guy Isaac actually said these words to me when I asked to speak to a manager ""I can try to transfer you and you will have to hold on for at least 5 minutes. If no one answers I will put in a request to have a manager call you back.""  Are they serious? They can't ship 2 items together and then they can't cancel both items. Disgusting. Will never shop here again.",1," Sept. 5, 2018","Stamford, CT",Stamford, CT,Williams Sonoma
240,"I was at Williams-Sonoma at the Falls in Miami, FL. I was looking at a round cake pan, when the large, heavy sheet pan and cooling rack on the shelf above came down and hit above my eye and cheekbone. It caused an abrasion and blurry vision. The associate witnessed it and did not ask if I was ok. Instead she told me a customer was playing with that pan last night and they must have not secured it correctly. I walked out and began feeling a massive headache and blurred vision. I called Amy in corporate who asked me to go back and fill out an incident report. I went back and met with the store manager who was extremely dismissive of the issue. She said the associate had asked if I was ok and I said yes. This is totally false! ",1," Sept. 4, 2018","Miami, FL",Miami, FL,Williams Sonoma
241,I have now tried and waited twice with an email through their website for customer service regarding a product they sent me for final sale that sss clearly previously used and or factory damaged - I’m not sure. We have a SodaStream that I gave my husband for our anniversary that massively leaks every time you use it and a small back piece is missing we discovered. I have contacted customer service twice now and I can’t get anyone to respond to me. For a high end company this is beyond ridiculous. Why even have a customer service email if no one responds to it. I’m pissed and I will be taking it further up the chain. I’m a high level retail exec in another SF company and will be reaching out to let their upper management teams know about this.,1," Aug. 19, 2018","US, US",US, US,Williams Sonoma
242,"I purchased an item online w/ a gift card. The item I received was smaller than expected so I went into my local store in Danbury, CT and wanted to return the item and get the same item but larger. A simple exchange. Should not be that difficult. The store was very chaotic - A/C was broken (apparently for past 3 weeks - mid summer) - extremely hot! I found my item I wished to purchase after the return. The processing of the return took two people and about 20-25 minutes. Computers must be over 20+ years old and extremely slow - no urgency at all from the employees. ",1," Aug. 6, 2018","Danbury, CT",Danbury, CT,Williams Sonoma
243,"If I could give this place negative stars I would. I bought a popcorn popper here. It worked horribly. I went to take it back (it was less than 30 days). I was told I couldn't take it back, because the price ended in .97, .98 or .99 which means it's a clearance item. Unbeknownst to me, it was a final sale. No one told me that when I bought it of course. When I went to take it back (which I thought would be painless, since it had been less than 30 days and I had the receipt), the manager said she wouldn't give me a refund. She told me I had to exchange it for something else, but I had to choose something else THAT day. I would have accepted store credit, but she said I had to pick something in that shopping trip. I didn't need anything at the time! ",1," Aug. 2, 2018","Louisville, KY",Louisville, KY,Williams Sonoma
244,Ordered over $1000 worth of goods. I was supposed to get an advertised free gift. 5 months later I haven't received anything. I called 2 weeks ago and I was told it would be “expedited” and I should receive it in less than a week. 2 weeks later I called again and asked for a supervisor. I was disconnected. I called again and asked for a supervisor and was hung up on this time by Britney. I then called corporate customer service in California. They were too important to actually answer the phone so I left my contact information as prompted by their answering machine. They never bothered to contact me. Do yourselves a favor and SHOP SOMEWHERE ELSE!!! Just look at their abysmal rating on this site and many others. It's a pattern not an isolated incidence. As far as I’m concerned they can keep the gift. I’m done. It’s just not worth it. SHOP SOMEWHERE ELSE!!!,1," Aug. 1, 2018","West Nyack, NY",West Nyack, NY,Williams Sonoma
245,"I ordered a runner for my table on a Thursday, July 26th, and checked the box for “Next Day” delivery. I paid a whopping 28.00 to get it, because I wanted it for a party on Sunday. It said “Order by 6:00 pm EST.” I ordered it at 1:00 pm Pacific time, which would’ve been 3:00 pm EST. No problem right? When I hadn’t received it by Friday night, I called and spoke with a rep who informed me that they don’t offer Next Day delivery. Mind you, I had a printed receipt from my online order that said “Next Day” and “Delivery July 27” (I ordered it the 26th). The rep had me on the phone for 28 minutes and never resolved my issue, and had no explanation about why I hadn’t received it. She mumbled stuff about, “Well it’s the weekend, and we really don’t have Next day delivery."" She said it would probably arrive Monday. Well that didn’t help me. I told her I should have just paid the regular shipping fee for 3-5 day delivery. ",1," July 31, 2018","Rancho Cucamonga, CA",Rancho Cucamonga, CA,Williams Sonoma
246,Imagine my shock when I returned a defective nesting bowl today and was told Williams-Sonoma never guarantees any product beyond 30 days. Shocking! I get better customer service at any discount store. This will be my last WS shopping.,1," July 4, 2018","Saline, MI",Saline, MI,Williams Sonoma
247,"I ordered a monogrammed item from a wedding registry. I was told that I could input the initials to be monogrammed at the checkout screen. Turns out there is no place to input the initials. I attempted this 4 times to no avail. After speaking with customer service, I was told to order the item and then contact customer service and have the monogramming added. After 2 phone calls, 6 transfers to different departments (the last transfer being right back to the beginning department) I was told that because I made the order I could not change or alter it. Keep in mind this all took place a mere 1 HOUR after I placed the order online.",1," July 3, 2018","Benton, LA",Benton, LA,Williams Sonoma
248,I was encouraged to take your credit card in order to have free shipping. Send a lot of Williams-Sonoma gift items and your card was a perk until you changed the policy and began to charge for shipping from the store. Went online and the items I wanted to ship were only available in the store plus your online ordering is very slow. Very disappointed! Wasted a lot of time and not satisfied.,1," July 2, 2018","Prospect Heights, IL",Prospect Heights, IL,Williams Sonoma
249,"I placed an order 3 weeks ago, never received it. When I called several days ago they said it would be overnighted. Called again today because I never got it, product hasn't even been shipped yet. Now I'm going to a bridal shower without a gift I ordered 3 weeks ago. Customer service was not helpful at all. Don't waste your time and definitely not your money.",1," June 30, 2018","Bridgeville, PA",Bridgeville, PA,Williams Sonoma
250,"As a long time customer, I am stunned at the lack of customer service provided at Williams Sonoma. I was gifted a current, new item in the original box with a Williams Sonoma price sticker/barcode attached ($40). The item was not something I could use so I requested that I be able to exchange it towards some things that I was purchasing that totaled several hundred dollars. Because I did not have a receipt (it was a gift) I was very rudely told NO- no exchanges or store credit! I was stunned and explained that I was about to spend a great deal more than the amount of the exchange but was denied and treated like I was trying to scam them. I will no longer buy anything at Williams Sonoma if this is how they are going to treat customers. Very disappointed in their attitude and practices.",1," May 31, 2018","Frisco, TX",Frisco, TX,Williams Sonoma
251,"Like many others, I ordered two baskets online at their advertised price. I received a confirmation that my order was processed and confirmed. The next day, I received a cancellation of the order because they posted an incorrect price on their website. Customer service was no help and stood by the cancellation. Guess where I won't be shopping anymore???",1," May 25, 2018","Richardson, TX",Richardson, TX,Williams Sonoma
252,"I tried to buy five Williams-Sonoma Canterbury Picnic Baskets as they are normally priced at $249.99 but last week, through what I assume was a pricing snafu, were priced at $9.99. The Williams-Sonoma website accepted my order, sent a confirmation email, and charged the credit card $66.34 (that includes tax and shipping & handling). I called the customer service line today to see when the order would be shipped only to find out that my order had been cancelled, with no notification, because Williams-Sonoma doesn't honor purchases on improperly priced items. No joke. Customer service read a whole statement to me which included the words, ""not bound by any law to honor inaccurate prices and by using the Williams-Sonoma website customers agree to the terms of service and use."" Williams-Sonoma is already severely overpriced but now, on top of that, they have no honor and are completely untrustworthy. ",1," May 22, 2018","Brooklyn, NY",Brooklyn, NY,Williams Sonoma
253,It is unfair to cancel a customer's order that had been charged and confirmed because they made a mistake on their website. They made no attempt to make the situation right. I will be going to Sur La Table and Crate and Barrel for future home related purchases. Terrible customer service and business model. Honor my purchase!,1," May 19, 2018","Los Angeles, CA",Los Angeles, CA,Williams Sonoma
254,"From the previous post it seems that Williams-Sonoma has cancelled a number of its customers' orders over its own pricing error. They were clearly advertised online at a specific price, allowed orders and payments and then abruptly cancelled the next day. I received no notification that more order had been cancelled until I checked its status. I would think that to maintain some fragment of loyalty and trust with customers it should honor its advertised prices.",1," May 19, 2018","Irvine, CA",Irvine, CA,Williams Sonoma
255,I placed an order for picnic baskets that were on sale yesterday on Williams-Sonoma's site. I received order confirmations yesterday however today Williams-Sonoma cancelled my order due to some glitch. I was told to reorder however the price today is significantly higher. Is this a bait and switch? I expected more from this retailer. If there was a glitch- they should still honor the price. As the customer- it wasn't my fault. This is something I would expect (and have seen) other retailers do. #WSdisappointment,1," May 18, 2018","Union., NJ",Union., NJ,Williams Sonoma
256,"I ordered a teakettle for my friend as a wedding gift from the Williams-Sonoma website. The product did not say it was back ordered at the time I placed the order. I noticed when I looked a day later at my emailed receipt, and it said it was back ordered, but should arrive May 11. That was still ok, because her wedding is May 12. Well. It is now May 11, and I go to check for the shipping, only there is none. Because it is STILL back ordered. Now until May 24. May 24 is too late, I feel. So I decide to cancel the order and order the same teakettle on Amazon (should have done this to begin with). Except, they are not able to cancel the order since it has not been delivered yet. I am so frustrated. I will never order anything from their website again.",1," May 11, 2018","Aurora, CO",Aurora, CO,Williams Sonoma
257,"I attempted to cancel and change an order. I was on hold for 40 minutes and was then told that it was too late to cancel the order. I asked to speak to a manager and was again put on hold. When the person came back on the phone, I was told that the manager would call me back within 2-3 business days!!! I have never experienced such poor customer ""service."" I WILL NEVER SHOP AT WILLIAMS-SONOMA AGAIN.",1," April 29, 2018","Huntington Beach, CA",Huntington Beach, CA,Williams Sonoma
258,I placed an order for items sold through what Williams-Sonoma refers to as a vendor. When I realized that my order did not include free shipping because I didn't place a code in the check out I immediately called to ask them to apply the free shipping code. My shipping was $129.00. When the WS rep told me my items were not available for free shipping he said he would place a request to the vendor to cancel my order. He instructed me to call back in 24 hours to make sure my cancellation was processed. ,1," April 26, 2018","Zimmerman, MN",Zimmerman, MN,Williams Sonoma
259,"I ordered a Miele Vacuum. As you know, these are not cheap. I received the item on time, however when I opened the box, a piece from the vacuum was broken. I called customer service and found that after spending over $900 on a broken product, it is now my responsibility to package it back up, take it to UPS and have it shipped back. This is unacceptable. Spending that much money, at the very least, they should make arrangements for UPS to pick it up from my house. I should not have to be the one to take time out of my day to runaround to find a UPS store.",1," April 20, 2018","Acworth, GA",Acworth, GA,Williams Sonoma
260,Ordered Easter baskets for 6 grandchildren. Received all candy - no baskets - their advertising stated the basket came with the candy. Talked to 2 customer reps & 1 supervisor. Nothing. I like to go over the top with my grands. This year they get crap from Walmart.,1," March 26, 2018","Abbeville, SC",Abbeville, SC,Williams Sonoma
261,"I received the copper utensil sets as a present. On the box, clearly states dishwasher safe. I placed these in the dishwasher and when they were done, it’s like a peeling plastic coating all over the utensils. I’ve emailed customer service 3 times and have called twice. Finally they sent a replacement to be swapped out, only this time they forgot the measuring cups that are part of the set, THAT'S OVER $200!!! I’m incredibly angry and disappointed that they can’t even get a replacement right, after I’ve spent a month worth of emails and calls to try to get this fixed. As I type this, I’m on hold with them, 23 minutes now! Do yourself a favor and stay far away from this company. I will be returning all my recent purchases and obviously this item as well.",1," March 26, 2018","Hammonton, NJ",Hammonton, NJ,Williams Sonoma
262,"I’m simply trying to buy a couch, they have in a catalog. I’ve called several times. Gone to the store to ask questions and it seems nobody knows anything about the furniture. It’s very frustrating. It shouldn’t be this difficult.",1," March 15, 2018","Kirkland, WA",Kirkland, WA,Williams Sonoma
264,I lived in California for 38 years and while there visited the first W-S store in Sonoma. That was many years ago and the customer service there was FIRST CLASS in every respect. But something has gone seriously WRONG with W-S in the past several years for them to have so so many angry and dissatisfied customers. After reading these extremely poor reviews I cannot spend the several hundred dollars I was going to spend with this company. I cannot take the risk with not getting the All-Clad and Wusthof Trident items I need nor do I have time to spend countless hours on the phone with a company customer service department that just couldn't give a damn. Will take my order to Amazon. It's a crying SHAME that W-S trains their customer service people this way. They will not be in business much longer if they don't change their mindset. It's all VERY SAD that management cannot manage this company properly.,1," March 11, 2018","Jeffersonville, IN",Jeffersonville, IN,Williams Sonoma
265,I went to Williams-Sonoma to buy a coffee maker. We have bought a fully automatic espresso machine and it broke down after 1 year. Then I bought a Wilfa coffee maker and it only lasted 3 years. There was a recall on pump but I was never notified. I also have Nespresso maker that is still working. I went to buy a new machine and wanted recommendations for a reliable one. When I voiced my concerns about past machines the manager just turned cold and walked away. I was very polite and just wanted to find a new machine. I have spent over 1000 dollars on coffee makers from them. The lady working was like a used car salesman and was only trying to make a quick sale. This store was at Kenwood Mall in Cincinnati. I have always loved this store until now. For the price you pay for their products you would think service would be amazing. I will probably not go there again.,1," March 6, 2018","Alexandria, KY",Alexandria, KY,Williams Sonoma
266,"I hate Williams-Sonoma and will never shop here or anyone affiliated with them. I ordered a Xmas gift for my nephew that was advertised on sale (Star Wars spatulas). A week later I get a box and they had sent me a garlic press?? I call they say, ""No prob. We’ll send you the right thing."" Two weeks it never comes. I call and they say, ""Oh it’s backordered."" I argue with the woman about getting a refund because she says they didn’t charge me. They charged me. I tell her I’m staring at the bank charge as we speak. She says there’s nothing she can do. I call someone else. I freak out, the woman says she will credit me, promises me I will get a refund in two billing cycles (which seemed like a long time to wait but I said ok). It’s now been three months and still no refund. Williams-Sonoma you SUCK! I want my money!!!",1," Feb. 28, 2018","Brooklyn, NY",Brooklyn, NY,Williams Sonoma
267,Ordered off a wedding registry. Accidentally I ordered 2 KitchenAid mixers. I called immediately to cancel the order (no way to cancel online). They said they couldn't help me because they were taking inventory. Try back later...which I did five times. They shipped both units out. I had to chase down the second one since it was in a state I don't reside. I returned to a store a week ago. They say it takes THREE WEEKS TO PROCESS!!! Please. Who does that in this competitive environment? Williams-Sonoma is off my list. I could have bought that anywhere.,1," Feb. 20, 2018","Houston, TX",Houston, TX,Williams Sonoma
268,"In Dec. 2017 I received 3 gifts from my daughter, and I already had duplicates, so I returned them to Williams-Sonoma in one large box... they paid for the postage. After weeks of waiting for a ""gift card credit"" to be sent to me. I called to find out that they had only credited me for 2 of the 3 gifts ""my mistake"". So I was told another card was being sent out that day with the remaining balance. After weeks of waiting again, I called today... Now I find out that they sent the gift cards to my daughter (which is embarrassing and I am outraged) this is really upset her! ",1," Feb. 17, 2018","Carlsbad, CA",Carlsbad, CA,Williams Sonoma
269,"First I am a very good customer at Williams-Sonoma and have their signature credit card. I wish I could give them zero stars right now. On January 26th I placed a large order on their website. They were running a sale on 20% off of 2 jars of any sauce, and I ordered 8 jars, along with an instant pot and some other merchandise. When they processed my card I only received the 20% off on 2 of the sauces. I also used a $25 birthday credit. I called Williams Sonoma to ask why they did not give me credit on all of the sauces and was first told that they would honor the discount on only 2 of the sauces. I told them that the store offers it on all sauces purchased and they told me they would give me the credit on the 6 other jars ""on the back end"" and that I would see the credit for both the sauces and the birthday credit on my next credit card statement.",1," Feb. 15, 2018","Dunedin, FL",Dunedin, FL,Williams Sonoma
270,"BRIEF SUMMARY. I ordered an item on 12/10/17, and W-S promised delivery by 12/14/17. I needed to receive it by no later than 12/16/17, as I was using it as a gift and leaving town on 12/17/17 for a month. W-S twice promised to send the item on time, but finally sent it to arrive on 12/20/17. Then, because I had informed W-S that I no longer needed the item and would not be home to receive it, on 12/18/17 W-S cancelled the order. ",1," Feb. 13, 2018","Wakefield, RI",Wakefield, RI,Williams Sonoma
271,"I went to the store in Columbia Maryland on a Sunday. I was deciding over a 24"" Le Creuset bowl and a smaller 20"" bowl. Both bowls were on the discount table. When I asked if the 30% discount applied I was told ""no, it was not on discount, but there was a promotional discount of $5"". I paid full price minus the $5 went home. Arriving home I realized I had the next larger size. I tried returning it on Monday but arriving discovered it was closed for inventory. After work on Tuesday I made another long detour on Tuesday to exchange for the next smaller bowl. I presented the unopened product and sales slip to the salesperson. She scanned and informed me that I could not because the sale slip had in the text ""all sale final"". I explained that no one had told me that and nothing indicated that on the sale slip nor the salesman informed me and that I had not gotten a discount except for $5 ""promotional discount"". ",1," Jan. 31, 2018","Ellicott City, MD",Ellicott City, MD,Williams Sonoma
272,"I ordered an Instant Pot a couple of weeks ago and was having issues applying a promo code online. After calling in, they assured me that the code would be applied upon billing. Well, lo and behold, when I was billed, the full amount showed up. Calling in and sitting on hold for over an hour, yes 60 minutes, I spoke with someone who said they can't apply any discounts. So I canceled the order and then this morning see a shipping notice. Calling back again, I am attempting to return to sender, but don't have much faith in what I'm told or what they will actually do. Long story short, back office appears to be a mess and I would avoid at all cost.",1," Jan. 25, 2018","Eden Prairie, MN",Eden Prairie, MN,Williams Sonoma
273,"I am so annoyed with the level of service from Williams-Sonoma! For the prices they charge and the upmarket atmosphere they are trying to portray, their service all-round is shocking. I called customer service and was hung up on twice! The connection was terrible when I finally got through to them, on both occasions, and the staff was rude and unhelpful. Almost as if it was an inconvenience to talk to me and help me solve my simple problem. When the I called the Willow Grove store in PA they were incompetent and slow. I am not one to usually complain but this is not the first time I have experienced such poor customer service from Williams Sonoma. The problem is that it is on all levels, no matter which department you call there is a lack of respect for the customer and a general bad attitude towards the consumer. ",1," Jan. 17, 2018","Glenside, PA",Glenside, PA,Williams Sonoma
274,"Order placed 12/24 - with UPS 3 day Select shipping. Now 1/2/18 - and still no receipt of order, 5 business days later. First, could not find any tracking of order online. Spoke to customer service on phone, they assured me I would receive ""tomorrow"". That came and went. Spoke to 2nd customer service person on phone, and they told me 1st service person lied to me, that I wouldn't be receiving the order until Jan 3rd or 4th. I sent email on the WS Website inquiring about my order. It's been 3 working days, and still no response from anyone... They state response would be within 24-48 hours... but again, this is not true. So I've sent another email to their customer service dept. Seriously contemplating on returning everything if the order ever shows up.",1," Jan. 2, 2018","Nutley, NJ",Nutley, NJ,Williams Sonoma
275,"I ordered 3 items for my daughter for Christmas. The items never arrived, the order number I received in the confirmation email apparently does not exist, I have spent over 2 hours on the phone trying to get my order straight and have been shuffled from one person to another with no resolution. No one in customer service seems to know what they are doing. I was sent to the Pottery Barn customer service twice, only to be told I would need to call back to get back in the correct queue. I have received no refund for my original purchase and am calling my credit card carrier to report it and get a refund through them. I was told that ""many many"" orders were lost in December and the day I ordered (December 20th) was a ""really bad day for that.""",1," Dec. 31, 2017","Austin, TX",Austin, TX,Williams Sonoma
276,"We have been a years-long customer of Williams-Sonoma. Unfortunately, they have gone down the toilet. The most recent incident is a case in point. In November, we ordered an item online. Two weeks later, we had received nothing, nor any email of any kind indicating the status of our order. As a result, we were forced to go through their wretched customer service to find out the status of our order, where call center personnel are rude and unhelpful. As it turns out, the item was back-ordered (it would have been nice to have received word of this via email, rather than our having to waste our time calling them!).",1," Dec. 30, 2017","Taos, NM",Taos, NM,Williams Sonoma
277,"I usually like to give the benefit of the doubt to the customer service reps, but with Williams-Sonoma customer service there was no doubt, it simply terrible. I ordered this Dec. (2017) a product needed for Christmas, instead I got nothing similar to what I ordered. To make a long story short, I called and waited long time for a rep to get the call... finally she did, promising to send me the replacement fast, in the next few days. Oh how naive of me, I believed her. Today is the 12/28/2017, still waiting for the product. I have called, wrote emails, no replies. This company will not see another penny from me. Thank you Williams-Sonoma for the lesson.",1," Dec. 28, 2017","Pembroke Pines, FL",Pembroke Pines, FL,Williams Sonoma
